round, agentid, utility
1, 0, 2.299048
1, 1, 1.364136
1, 2, 0.586699
1, 3, 2.452300
1, 4, 1.315936
1, 5, 0.000000
1, 6, 1.426304
1, 7, 1.109987
1, 8, 1.169882
1, 9, 1.708766
1, 10, 0.660045
1, 11, 0.889992
1, 12, 1.886958
1, 13, 2.162089
1, 14, 0.951757
1, 15, 1.718657
1, 16, 1.276154
1, 17, 1.769992
1, 18, 0.619478
1, 19, 0.310000
1, 20, 1.852771
1, 21, 0.913947
1, 22, 0.000000
1, 23, 1.652313
1, 24, 1.687293
1, 25, 1.089863
1, 26, 1.286597
1, 27, 2.406155
1, 28, 1.439830
1, 29, 1.379914
1, 30, 1.223490
1, 31, 1.290335
1, 32, 0.200000
1, 33, 1.269964
1, 34, 1.197348
1, 35, 1.696907
1, 36, 0.968328
1, 37, 1.469863
1, 38, 1.845222
1, 39, 2.053166
1, 40, 1.022448
1, 41, 1.480078
1, 42, 1.218257
1, 43, 1.316125
1, 44, 1.009660
1, 45, 1.102987
1, 46, 2.049768
1, 47, 1.515279
1, 48, 1.621538
1, 49, 1.392756
1, 50, 2.118072
1, 51, 1.193159
1, 52, 1.417444
1, 53, 1.425809
1, 54, 2.382100
1, 55, 1.249995
1, 56, 1.416011
1, 57, 1.151728
1, 58, 1.892121
1, 59, 1.224656
1, 60, 1.199992
1, 61, 0.460000
1, 62, 0.851674
1, 63, 1.438009
1, 64, 2.002148
1, 65, 2.354232
1, 66, 0.924966
1, 67, 1.639767
1, 68, 0.000000
1, 69, 1.284056
1, 70, 1.808287
1, 71, 1.299563
1, 72, 1.235573
1, 73, 1.928977
1, 74, 0.733980
1, 75, 1.637540
1, 76, 2.155580
1, 77, 1.661282
1, 78, 2.095215
1, 79, 2.420601
1, 80, 1.566698
1, 81, 1.211843
1, 82, 1.152916
1, 83, 0.429599
1, 84, 1.639753
1, 85, 0.859900
1, 86, 1.297398
1, 87, 1.179897
1, 88, 1.551939
1, 89, 1.739992
1, 90, 1.389662
1, 91, 1.826420
1, 92, 1.850156
1, 93, 0.630000
1, 94, 0.250000
1, 95, 2.303653
1, 96, 2.218838
1, 97, 1.897662
1, 98, 0.963566
1, 99, 1.340099
1, 100, 0.647521
1, 101, 2.290399
1, 102, 2.171385
1, 103, 1.464387
1, 104, 1.339745
1, 105, 1.330158
1, 106, 1.699321
1, 107, 1.510108
1, 108, 1.711308
1, 109, 1.958988
2, 0, 2.355387
2, 1, 1.449948
2, 2, 0.390944
2, 3, 2.570574
2, 4, 1.315936
2, 5, 0.000000
2, 6, 1.649536
2, 7, 1.109987
2, 8, 1.169882
