round, agentid, utility
1, 0, 0.543474
1, 1, 0.000000
1, 2, 1.082765
1, 3, -0.040000
1, 4, -0.012090
1, 5, 0.788637
1, 6, 0.779669
1, 7, 1.368865
1, 8, 0.879858
1, 9, 0.233093
1, 10, 1.489566
1, 11, 1.587686
1, 12, -0.160077
1, 13, 0.361213
1, 14, 1.903082
1, 15, 0.649454
1, 16, 1.674031
1, 17, 1.650270
1, 18, 1.802901
1, 19, 1.744557
1, 20, 2.218343
1, 21, 0.991853
1, 22, 1.944646
1, 23, 1.949834
1, 24, 1.487983
1, 25, 1.812921
1, 26, 0.278314
1, 27, 1.578509
1, 28, 1.468004
1, 29, 1.675100
1, 30, 0.780030
1, 31, -0.072890
1, 32, 1.348249
1, 33, 0.200054
1, 34, 1.412220
1, 35, 1.190346
1, 36, 0.997465
1, 37, 1.357445
1, 38, 0.699995
1, 39, 0.666879
1, 40, 1.559760
1, 41, 1.029990
1, 42, 0.410000
1, 43, 1.322156
1, 44, 2.029217
1, 45, 1.678353
1, 46, 1.357664
1, 47, 1.467826
1, 48, 1.599819
1, 49, 1.821620
2, 0, 0.543474
2, 1, 0.000000
2, 2, 1.089840
2, 3, -0.040000
2, 4, -0.006135
2, 5, 0.747136
2, 6, 1.071835
2, 7, 1.519878
2, 8, 0.695125
2, 9, 0.785840
2, 10, 1.521280
2, 11, 1.629813
2, 12, -0.316118
2, 13, 0.445673
2, 14, 2.053770
2, 15, 1.020717
2, 16, 1.805813
2, 17, 1.795840
2, 18, 1.849533
2, 19, 1.823960
2, 20, 2.396226
2, 21, 1.048318
2, 22, 1.992880
2, 23, 1.949834
2, 24, 1.621497
2, 25, 2.213830
2, 26, 0.704286
2, 27, 1.638495
2, 28, 1.480306
2, 29, 1.675100
2, 30, 0.872994
2, 31, -0.159251
2, 32, 1.415165
2, 33, 0.752509
2, 34, 1.541833
2, 35, 1.420598
2, 36, 1.049464
2, 37, 1.306053
2, 38, 0.699995
2, 39, 0.567165
2, 40, 1.559760
2, 41, 1.029990
2, 42, 0.410000
2, 43, 1.320424
2, 44, 2.099572
2, 45, 1.686252
2, 46, 1.394500
2, 47, 1.654670
2, 48, 1.827564
2, 49, 2.238317
3, 0, 0.543474
3, 1, 0.000000
3, 2, 1.122261
3, 3, -0.040000
3, 4, -0.004636
3, 5, 0.747136
3, 6, 1.258353
3, 7, 1.519878
3, 8, 0.587929
