round, agentid, utility
1, 0, 2.477115
1, 1, 1.232455
1, 2, 1.890816
1, 3, 0.800000
1, 4, 1.770562
1, 5, 1.322761
1, 6, 2.005668
1, 7, 1.592406
1, 8, 1.250343
1, 9, 1.008194
1, 10, 1.115777
1, 11, 1.845384
1, 12, 1.659693
1, 13, 0.985381
1, 14, 1.832463
1, 15, 0.959997
1, 16, 1.294532
1, 17, 1.646948
1, 18, 1.286114
1, 19, 1.132317
1, 20, -0.090004
1, 21, 1.259988
1, 22, 2.242439
1, 23, 2.483996
1, 24, -0.008092
1, 25, 0.000000
1, 26, 1.906398
1, 27, 0.999864
1, 28, 1.680658
1, 29, 1.078758
1, 30, 1.219891
1, 31, 1.209328
1, 32, 1.912919
1, 33, 1.807659
1, 34, 1.076710
1, 35, 1.215414
1, 36, 2.183817
1, 37, 1.127477
1, 38, 2.180629
1, 39, 1.637208
1, 40, 1.555515
1, 41, -0.090006
1, 42, 1.595236
1, 43, 0.997057
1, 44, 1.519805
1, 45, 1.200000
1, 46, 1.095719
1, 47, 0.359579
1, 48, 0.849996
1, 49, 0.864366
2, 0, 2.537267
2, 1, 1.248002
2, 2, 1.932729
2, 3, 0.800000
2, 4, 1.891430
2, 5, 1.352827
2, 6, 2.087835
2, 7, 1.592406
2, 8, 1.285827
2, 9, 1.008194
2, 10, 1.150182
2, 11, 1.906275
2, 12, 1.682459
2, 13, 1.100724
2, 14, 1.956857
2, 15, 1.005999
2, 16, 1.280925
2, 17, 1.713039
2, 18, 1.378353
2, 19, 1.283994
2, 20, -0.090004
2, 21, 1.286854
2, 22, 2.307374
2, 23, 2.515532
2, 24, -0.009125
2, 25, 0.000000
2, 26, 1.955447
2, 27, 0.999864
2, 28, 1.707473
2, 29, 1.064042
2, 30, 1.219891
2, 31, 1.256377
2, 32, 1.962946
2, 33, 1.844512
2, 34, 1.006808
2, 35, 1.162647
2, 36, 2.252626
2, 37, 1.153886
2, 38, 2.221772
2, 39, 1.637397
2, 40, 1.610094
2, 41, -0.090006
2, 42, 1.583535
2, 43, 1.159944
2, 44, 1.602664
2, 45, 1.200000
2, 46, 1.144393
2, 47, 0.419792
2, 48, 0.849996
2, 49, 0.887016
3, 0, 2.554257
3, 1, 1.156735
3, 2, 1.962655
3, 3, 0.800000
3, 4, 1.958903
3, 5, 1.360703
3, 6, 2.169611
3, 7, 1.614173
3, 8, 1.281039
3, 9, 1.113160
3, 10, 1.145153
3, 11, 1.915965
3, 12, 1.696672
3, 13, 1.083722
3, 14, 1.973589
3, 15, 1.009087
3, 16, 1.280925
3, 17, 1.751539
3, 18, 1.436091
3, 19, 1.393736
3, 20, -0.090004
3, 21, 1.396209
3, 22, 2.388454
3, 23, 2.529393
3, 24, -0.012341
3, 25, 0.000000
3, 26, 1.976936
3, 27, 0.999864
3, 28, 1.747137
3, 29, 1.064042
3, 30, 1.249515
3, 31, 1.256377
3, 32, 2.056413
3, 33, 1.868080
3, 34, 0.980694
3, 35, 1.114539
3, 36, 2.376684
3, 37, 1.192964
3, 38, 2.283077
3, 39, 1.653040
3, 40, 1.665682
3, 41, -0.090006
3, 42, 1.574772
3, 43, 1.210841
3, 44, 1.636042
3, 45, 1.200000
3, 46, 1.186117
3, 47, 1.020698
3, 48, 0.849996
3, 49, 0.886058
4, 0, 2.570534
4, 1, 1.120083
4, 2, 1.987331
4, 3, 0.800000
4, 4, 2.006122
4, 5, 1.363839
4, 6, 2.193507
4, 7, 1.650527
4, 8, 1.262054
4, 9, 1.180338
4, 10, 1.131186
4, 11, 1.921275
4, 12, 1.715772
4, 13, 1.043371
4, 14, 2.006387
4, 15, 0.997255
4, 16, 1.280925
4, 17, 1.773853
4, 18, 1.473980
4, 19, 1.331331
4, 20, -0.090004
4, 21, 1.471436
4, 22, 2.435108
4, 23, 2.533446
4, 24, -0.017703
4, 25, 0.000000
4, 26, 2.005198
4, 27, 0.999864
4, 28, 1.759691
4, 29, 1.035531
4, 30, 1.330286
