round, agentid, utility
1, 0, 1.649890
1, 1, 1.401968
1, 2, 0.550854
1, 3, 1.539916
1, 4, 1.982360
1, 5, 2.328595
1, 6, 1.508758
1, 7, 0.209918
1, 8, 1.497349
1, 9, 2.534914
1, 10, 1.881098
1, 11, 1.427512
1, 12, 1.379916
1, 13, 2.211350
1, 14, 1.316261
1, 15, 0.932449
1, 16, 1.624661
1, 17, 1.472122
1, 18, 1.765239
1, 19, 2.002390
1, 20, 2.434310
1, 21, 1.909863
1, 22, 1.786927
1, 23, 1.886064
1, 24, 1.793803
1, 25, 1.032402
1, 26, 1.785087
1, 27, 1.706713
1, 28, 1.219759
1, 29, 1.059920
1, 30, 0.251959
1, 31, 1.641941
1, 32, 0.659984
1, 33, 1.542405
1, 34, 0.736072
1, 35, 1.312680
1, 36, 1.610277
1, 37, 1.479910
1, 38, 1.347040
1, 39, 0.440000
1, 40, 2.302466
1, 41, 0.969890
1, 42, 0.965724
1, 43, 0.919796
1, 44, 2.409922
1, 45, 1.277162
1, 46, 0.831605
1, 47, 1.288036
1, 48, 1.369197
1, 49, 1.719366
1, 50, 2.386020
1, 51, 1.382784
1, 52, 2.138347
1, 53, 2.545102
1, 54, 0.809996
1, 55, 2.161165
1, 56, 0.730000
1, 57, 1.766304
1, 58, 1.332504
1, 59, 0.730000
1, 60, 0.417835
1, 61, 1.615314
1, 62, 1.173095
1, 63, 1.210849
1, 64, 1.343945
1, 65, 1.225193
1, 66, 1.313185
1, 67, 0.879913
1, 68, 1.224522
1, 69, 1.641728
1, 70, 1.849851
1, 71, 2.309721
1, 72, 1.359892
1, 73, 0.867991
1, 74, 1.159877
1, 75, 1.598008
1, 76, 1.417669
1, 77, 1.640762
1, 78, 2.062017
1, 79, 1.982829
1, 80, 0.000000
1, 81, 1.449332
1, 82, 1.249986
1, 83, 1.599847
1, 84, 1.631705
1, 85, 0.971156
1, 86, 0.438963
1, 87, 1.204040
1, 88, 1.062640
1, 89, 1.329311
1, 90, 1.982950
1, 91, 1.249997
1, 92, 0.071668
1, 93, 1.322242
1, 94, 0.419458
1, 95, 1.653414
1, 96, 0.869991
1, 97, 2.029898
1, 98, 1.172181
1, 99, 1.334420
1, 100, 1.263837
1, 101, 2.053990
1, 102, 1.359283
1, 103, 0.899864
1, 104, 1.522164
1, 105, 0.539994
1, 106, 1.658693
1, 107, 1.286706
1, 108, 1.702731
1, 109, 0.572009
2, 0, 1.655776
2, 1, 1.489183
2, 2, 0.540000
2, 3, 1.717441
2, 4, 1.996771
2, 5, 2.779506
2, 6, 1.577017
2, 7, 0.043425
2, 8, 1.538585
2, 9, 2.720305
2, 10, 1.888568
2, 11, 1.423257
2, 12, 1.419749
2, 13, 2.290734
2, 14, 1.379809
2, 15, 1.091738
2, 16, 1.706015
2, 17, 1.518150
2, 18, 1.758898
2, 19, 1.990378
2, 20, 2.516829
2, 21, 1.967482
2, 22, 1.935395
2, 23, 1.910285
2, 24, 1.895868
2, 25, 1.010315
2, 26, 1.817689
2, 27, 1.928053
2, 28, 1.252409
2, 29, 1.059920
2, 30, 0.766396
2, 31, 1.938423
2, 32, 0.685280
2, 33, 1.639645
2, 34, 0.749863
2, 35, 1.359318
2, 36, 1.610277
2, 37, 1.571775
2, 38, 1.360710
2, 39, 0.487310
2, 40, 2.325509
2, 41, 1.278609
2, 42, 0.813077
2, 43, 0.919796
2, 44, 2.526448
2, 45, 1.300316
2, 46, 1.143428
2, 47, 1.300927
2, 48, 1.487586
2, 49, 1.731344
2, 50, 2.477884
2, 51, 1.369668
2, 52, 2.203662
2, 53, 2.555852
2, 54, 0.809996
2, 55, 2.416322
2, 56, 0.730000
2, 57, 2.223475
2, 58, 1.310943
2, 59, 0.777671
2, 60, 0.382876
2, 61, 1.643030
2, 62, 1.129292
2, 63, 1.336882
2, 64, 1.315116
2, 65, 1.290459
2, 66, 1.306849
2, 67, 0.879913
2, 68, 1.267125
2, 69, 1.758435
2, 70, 1.907468
2, 71, 2.536964
2, 72, 1.359892
2, 73, 0.886156
2, 74, 1.159877
2, 75, 1.615166
2, 76, 1.454512
2, 77, 1.788073
2, 78, 2.096717
2, 79, 2.137718
2, 80, 0.000000
2, 81, 1.526390
2, 82, 1.249986
2, 83, 1.599847
2, 84, 1.802995
2, 85, 0.849477
2, 86, 0.438963
2, 87, 1.242748
2, 88, 1.378608
2, 89, 1.431418
2, 90, 2.037768
2, 91, 1.249997
2, 92, 0.606151
2, 93, 1.339821
2, 94, 0.886695
2, 95, 1.647072
2, 96, 0.869991
2, 97, 2.029898
2, 98, 1.193842
2, 99, 1.388891
2, 100, 1.300690
2, 101, 2.080436
2, 102, 1.461375
2, 103, 0.952647
2, 104, 1.546703
2, 105, 0.539994
2, 106, 1.753499
2, 107, 1.299993
2, 108, 1.721260
2, 109, 0.613868
3, 0, 1.658486
3, 1, 1.489183
3, 2, 0.540000
3, 3, 1.800210
3, 4, 2.013539
3, 5, 2.870272
3, 6, 1.604421
3, 7, 0.000000
3, 8, 1.564564
3, 9, 2.760906
3, 10, 1.860616
3, 11, 1.430988
3, 12, 1.485270
3, 13, 2.335308
3, 14, 1.424149
3, 15, 1.216616
3, 16, 1.728328
3, 17, 1.526208
3, 18, 1.832531
3, 19, 1.997749
3, 20, 2.575058
3, 21, 1.979830
3, 22, 2.012819
3, 23, 1.933606
3, 24, 1.933579
3, 25, 1.010315
3, 26, 1.812073
3, 27, 2.024328
3, 28, 1.273148
3, 29, 1.059920
3, 30, 1.099131
3, 31, 2.077100
3, 32, 0.692521
3, 33, 1.680937
3, 34, 0.624324
3, 35, 1.361020
3, 36, 1.610277
3, 37, 1.571775
3, 38, 1.377933
3, 39, 0.504751
3, 40, 2.355656
3, 41, 1.322148
3, 42, 0.864567
3, 43, 0.919796
3, 44, 2.570854
3, 45, 1.325985
3, 46, 1.313426
3, 47, 1.374269
3, 48, 1.535002
3, 49, 1.750362
3, 50, 2.596268
3, 51, 1.349854
3, 52, 2.225317
3, 53, 2.562157
3, 54, 0.809996
3, 55, 2.475530
3, 56, 0.692029
3, 57, 2.366518
3, 58, 1.336748
3, 59, 0.829357
3, 60, 0.416895
3, 61, 1.643889
3, 62, 1.105038
3, 63, 1.437066
3, 64, 1.284110
3, 65, 1.320845
3, 66, 1.318330
3, 67, 0.879913
3, 68, 1.347481
3, 69, 1.825102
3, 70, 1.919816
3, 71, 2.585860
3, 72, 1.359892
3, 73, 0.921710
3, 74, 1.159877
3, 75, 1.602343
3, 76, 1.454512
3, 77, 1.882335
3, 78, 2.110680
3, 79, 2.199354
3, 80, 0.000000
3, 81, 1.563957
3, 82, 1.231887
3, 83, 1.599847
3, 84, 1.915782
3, 85, 0.841886
3, 86, 0.438963
3, 87, 1.283223
3, 88, 1.454196
3, 89, 1.472593
3, 90, 2.104377
3, 91, 1.249997
3, 92, 0.938261
3, 93, 1.347930
3, 94, 1.319872
3, 95, 1.647072
3, 96, 0.869991
3, 97, 2.094917
3, 98, 1.200024
3, 99, 1.412201
3, 100, 1.320409
3, 101, 2.092644
3, 102, 1.502455
3, 103, 0.952647
3, 104, 1.551142
3, 105, 0.539994
3, 106, 1.918459
3, 107, 1.284446
3, 108, 1.732490
3, 109, 0.639957
4, 0, 1.661960
4, 1, 1.489183
4, 2, 0.469234
4, 3, 1.800210
4, 4, 2.027748
4, 5, 2.919967
4, 6, 1.622910
4, 7, 0.000000
4, 8, 1.583980
4, 9, 2.774554
4, 10, 1.866530
4, 11, 1.446048
4, 12, 1.541915
4, 13, 2.368375
4, 14, 1.452367
4, 15, 1.327571
4, 16, 1.750868
4, 17, 1.525955
4, 18, 1.832531
4, 19, 2.017512
4, 20, 2.652771
4, 21, 1.983799
4, 22, 2.060794
4, 23, 1.956518
4, 24, 1.973749
4, 25, 1.010315
4, 26, 1.791632
4, 27, 2.085185
4, 28, 1.307040
4, 29, 1.059920
4, 30, 1.311201
4, 31, 2.152574
4, 32, 0.556163
4, 33, 1.707530
4, 34, 0.608734
4, 35, 1.361020
4, 36, 1.610277
4, 37, 1.654531
4, 38, 1.338489
4, 39, 0.504751
4, 40, 2.390080
4, 41, 1.338148
4, 42, 0.843812
4, 43, 0.919796
4, 44, 2.590667
4, 45, 1.352415
4, 46, 1.366172
4, 47, 1.434603
4, 48, 1.554055
4, 49, 1.754133
4, 50, 2.706786
4, 51, 1.349854
4, 52, 2.233391
4, 53, 2.568556
4, 54, 0.809996
4, 55, 2.504382
4, 56, 0.655986
4, 57, 2.552604
4, 58, 1.337139
4, 59, 0.882144
4, 60, 0.379309
4, 61, 1.646131
4, 62, 1.105038
4, 63, 1.487299
4, 64, 1.280433
4, 65, 1.340296
4, 66, 1.293650
4, 67, 0.879913
4, 68, 1.378157
4, 69, 1.875166
4, 70, 1.919816
4, 71, 2.612048
4, 72, 1.359892
4, 73, 0.921703
4, 74, 1.159877
4, 75, 1.594554
4, 76, 1.454512
4, 77, 1.945647
4, 78, 2.126182
4, 79, 2.236170
4, 80, 0.000000
4, 81, 1.590554
4, 82, 1.231887
4, 83, 1.599847
4, 84, 1.989744
4, 85, 0.822696
4, 86, 0.438963
4, 87, 1.324072
4, 88, 1.474631
4, 89, 1.534792
4, 90, 2.171200
4, 91, 1.249997
4, 92, 1.120424
4, 93, 1.347930
4, 94, 1.494654
4, 95, 1.647072
4, 96, 0.869991
4, 97, 2.152429
4, 98, 1.196870
4, 99, 1.413702
4, 100, 1.359441
4, 101, 2.106585
4, 102, 1.521306
4, 103, 0.790017
4, 104, 1.548870
4, 105, 0.539994
4, 106, 1.973253
4, 107, 1.285355
4, 108, 1.739498
4, 109, 0.656543
5, 0, 1.661960
5, 1, 1.489183
5, 2, 0.395521
5, 3, 1.846252
5, 4, 2.047940
5, 5, 2.965706
5, 6, 1.631398
5, 7, 0.000000
5, 8, 1.600495
5, 9, 2.807968
5, 10, 1.870315
5, 11, 1.465231
5, 12, 1.513110
5, 13, 2.380349
5, 14, 1.467476
5, 15, 1.349069
5, 16, 1.789262
5, 17, 1.525951
5, 18, 1.836244
5, 19, 2.033091
5, 20, 2.692330
5, 21, 1.994453
5, 22, 2.177640
5, 23, 1.979195
5, 24, 1.986785
5, 25, 1.010315
5, 26, 1.761522
5, 27, 2.121979
5, 28, 1.307040
5, 29, 1.059920
5, 30, 1.396917
5, 31, 2.184585
5, 32, 0.556163
5, 33, 1.717966
5, 34, 0.608734
5, 35, 1.361020
5, 36, 1.610277
5, 37, 1.721955
5, 38, 1.262229
5, 39, 0.313004
5, 40, 2.424513
5, 41, 1.338148
5, 42, 0.877151
5, 43, 0.919796
5, 44, 2.618082
5, 45, 1.378671
5, 46, 1.412112
5, 47, 1.434603
5, 48, 1.571625
5, 49, 1.754163
5, 50, 2.761251
5, 51, 1.349854
5, 52, 2.222050
5, 53, 2.569769
5, 54, 0.809996
5, 55, 2.510345
5, 56, 0.630887
5, 57, 2.638079
5, 58, 1.327790
5, 59, 0.953935
5, 60, 0.306439
5, 61, 1.637815
5, 62, 1.141519
5, 63, 1.536449
5, 64, 1.244376
5, 65, 1.365391
5, 66, 1.297629
5, 67, 0.879913
5, 68, 1.404684
5, 69, 1.885332
5, 70, 1.919816
5, 71, 2.625049
5, 72, 1.359892
5, 73, 0.949524
5, 74, 1.159877
5, 75, 1.566728
5, 76, 1.454512
5, 77, 1.960364
5, 78, 2.158494
5, 79, 2.261875
5, 80, 0.000000
5, 81, 1.601259
