round, agentid, utility
1, 0, 1.125449
1, 1, 0.683498
1, 2, 1.582290
1, 3, 1.373439
1, 4, 0.180000
1, 5, 2.392640
1, 6, 1.199912
1, 7, 0.682827
1, 8, 0.220000
1, 9, 1.219906
1, 10, 1.539907
1, 11, 1.657481
1, 12, 1.589800
1, 13, 1.039705
1, 14, 0.440407
1, 15, 2.017908
1, 16, 1.648707
1, 17, 1.419941
1, 18, 2.248740
1, 19, 0.693543
1, 20, 2.064297
1, 21, 1.834100
1, 22, 0.999477
1, 23, 1.540352
1, 24, 0.324592
1, 25, 1.029999
1, 26, 1.242042
1, 27, 1.593635
1, 28, 1.427570
1, 29, 1.319999
1, 30, 0.954023
1, 31, 1.211724
1, 32, 1.778065
1, 33, 2.034626
1, 34, 1.101588
1, 35, 1.972072
1, 36, 1.248937
1, 37, 1.879175
1, 38, 1.686108
1, 39, 1.296600
1, 40, 2.296148
1, 41, 1.140032
1, 42, 1.029989
1, 43, 1.169834
1, 44, 0.899869
1, 45, 1.134622
1, 46, 1.279911
1, 47, 1.158863
1, 48, 1.162648
1, 49, 1.189996
1, 50, 0.000000
1, 51, 2.165552
1, 52, 1.377557
1, 53, 1.002315
1, 54, 1.164143
1, 55, 1.326554
1, 56, 2.869240
1, 57, 1.298389
1, 58, 1.820193
1, 59, 0.260000
1, 60, 2.493338
1, 61, 1.224743
1, 62, 1.880432
1, 63, 1.264760
1, 64, -0.320273
1, 65, 2.278003
1, 66, 1.680141
1, 67, 1.439773
1, 68, 1.351773
1, 69, 0.792220
1, 70, 0.830851
1, 71, 1.559991
1, 72, 1.781157
1, 73, 1.962214
1, 74, 1.909650
1, 75, 1.398825
1, 76, 0.742882
1, 77, 1.029570
1, 78, 1.102856
1, 79, 2.119450
1, 80, 2.350601
1, 81, 1.402851
1, 82, 1.631512
1, 83, 1.539426
1, 84, 1.441506
1, 85, 1.409988
1, 86, 1.252028
1, 87, 1.070945
1, 88, 3.037818
1, 89, 1.099990
1, 90, 1.645269
1, 91, 1.577873
1, 92, 1.289997
1, 93, 1.055108
1, 94, 1.160000
1, 95, 1.693286
1, 96, 2.148623
1, 97, 1.373132
1, 98, 1.204237
1, 99, 1.099989
1, 100, 0.280000
1, 101, 1.369776
1, 102, 0.463792
1, 103, 1.289544
1, 104, 2.048772
1, 105, 1.017215
1, 106, 2.220457
1, 107, 1.952285
1, 108, 1.951829
1, 109, 1.844049
2, 0, 1.200687
2, 1, 0.828399
2, 2, 1.538867
2, 3, 1.418513
2, 4, 0.180000
2, 5, 2.458126
2, 6, 1.199912
2, 7, 0.682827
2, 8, 0.220000
2, 9, 1.219906
2, 10, 1.849948
2, 11, 1.669862
2, 12, 1.647391
2, 13, 1.364696
2, 14, 0.664204
2, 15, 2.017908
2, 16, 1.635274
2, 17, 1.458311
2, 18, 2.272593
2, 19, 0.843857
2, 20, 2.220308
2, 21, 1.913750
2, 22, 0.999477
2, 23, 1.540352
2, 24, 0.324592
2, 25, 0.995966
2, 26, 1.406489
2, 27, 1.620002
2, 28, 1.464424
2, 29, 1.319999
2, 30, 0.927408
2, 31, 1.230562
2, 32, 1.859519
2, 33, 2.397481
2, 34, 1.029095
2, 35, 1.973569
2, 36, 1.319780
2, 37, 2.049345
2, 38, 1.687134
2, 39, 1.483579
2, 40, 2.524113
2, 41, 1.234147
2, 42, 1.289936
2, 43, 1.329833
2, 44, 0.740000
2, 45, 1.289618
2, 46, 1.279911
2, 47, 1.228544
2, 48, 1.292187
2, 49, 1.189996
2, 50, 0.000000
2, 51, 2.175302
2, 52, 1.416774
2, 53, 1.044348
2, 54, 1.164143
2, 55, 1.362701
2, 56, 2.929709
2, 57, 1.298389
2, 58, 1.940971
2, 59, 0.260000
2, 60, 2.522231
2, 61, 1.288795
2, 62, 1.921851
2, 63, 1.287293
2, 64, 0.279849
2, 65, 2.474888
2, 66, 1.731543
2, 67, 1.670240
2, 68, 1.334033
2, 69, 0.657747
2, 70, 0.727919
2, 71, 1.559991
2, 72, 1.840423
2, 73, 2.091228
2, 74, 2.096345
2, 75, 1.443386
2, 76, 0.739999
2, 77, 1.389571
2, 78, 0.946843
2, 79, 2.191191
2, 80, 2.388479
2, 81, 1.507719
2, 82, 2.479758
2, 83, 1.530873
2, 84, 1.443536
2, 85, 1.409988
2, 86, 1.333238
2, 87, 1.066074
2, 88, 3.272501
2, 89, 0.930801
2, 90, 1.655808
2, 91, 1.583865
2, 92, 1.465958
2, 93, 1.068168
2, 94, 1.160000
2, 95, 1.730208
2, 96, 2.190730
2, 97, 1.425586
2, 98, 1.260854
2, 99, 0.980872
2, 100, 0.280000
2, 101, 1.374898
2, 102, 0.554996
2, 103, 1.158638
2, 104, 2.351841
2, 105, 0.971047
2, 106, 2.314163
2, 107, 1.991842
2, 108, 1.982162
2, 109, 1.850059
3, 0, 1.200687
3, 1, 0.981796
3, 2, 1.538949
3, 3, 1.443092
3, 4, 0.180000
3, 5, 2.478211
3, 6, 1.199912
3, 7, 0.682827
3, 8, 0.220000
3, 9, 1.219906
3, 10, 2.017061
3, 11, 1.669862
3, 12, 1.684252
3, 13, 1.464681
3, 14, 0.909893
3, 15, 2.029829
3, 16, 1.613277
3, 17, 1.502725
3, 18, 2.289578
3, 19, 0.927993
3, 20, 2.379110
3, 21, 1.965166
3, 22, 0.999477
3, 23, 1.540352
3, 24, 0.383274
3, 25, 0.995966
3, 26, 1.538053
3, 27, 1.643066
3, 28, 1.464424
3, 29, 1.319999
3, 30, 0.818867
3, 31, 1.253005
3, 32, 1.876827
3, 33, 2.545680
3, 34, 0.909433
3, 35, 1.982609
3, 36, 1.331441
3, 37, 2.123090
3, 38, 1.687134
3, 39, 1.676158
3, 40, 2.575218
3, 41, 1.286071
3, 42, 1.492744
3, 43, 1.619437
3, 44, 0.500000
