round, agentid, utility
1, 0, 1.519982
1, 1, 2.360180
1, 2, 1.182869
1, 3, 0.000000
1, 4, 1.510353
1, 5, 0.909990
1, 6, 2.243404
1, 7, 1.430000
1, 8, 1.332279
1, 9, 2.051389
1, 10, 0.640309
1, 11, 1.320029
1, 12, 1.616863
1, 13, 1.274127
1, 14, 1.009827
1, 15, 1.338043
1, 16, 1.486268
1, 17, 1.122314
1, 18, 1.269896
1, 19, 1.637881
1, 20, 1.244290
1, 21, 1.460060
1, 22, 0.819997
1, 23, 1.345827
1, 24, 1.855817
1, 25, 2.313416
1, 26, 0.662419
1, 27, 0.786270
1, 28, 1.168128
1, 29, 0.526739
1, 30, 1.326929
1, 31, 1.757097
1, 32, 1.884171
1, 33, 1.608872
1, 34, 2.821608
1, 35, 1.619725
1, 36, 2.102319
1, 37, 0.959889
1, 38, 0.909103
1, 39, 2.396167
1, 40, -0.593789
1, 41, 1.305303
1, 42, 2.045156
1, 43, 1.723390
1, 44, 1.489993
1, 45, 1.003131
1, 46, -0.028884
1, 47, 1.504580
1, 48, 2.126782
1, 49, 1.292197
1, 50, 0.922851
1, 51, 0.982461
1, 52, 1.406760
1, 53, 0.000000
1, 54, 0.977538
1, 55, 2.575740
1, 56, 1.975113
1, 57, 1.819981
1, 58, -0.040000
1, 59, 2.012637
1, 60, 1.315538
1, 61, 2.107604
1, 62, 2.353036
1, 63, 0.399796
1, 64, -0.090007
1, 65, -0.157474
1, 66, 1.987040
1, 67, 1.859129
1, 68, 1.477686
1, 69, 1.342365
1, 70, 1.079903
1, 71, 1.853223
1, 72, 2.104826
1, 73, 1.854262
1, 74, -0.221311
1, 75, 2.235301
1, 76, 1.325772
1, 77, 0.410000
1, 78, 1.699814
1, 79, 0.880000
1, 80, 1.751572
1, 81, 2.089299
1, 82, -0.160097
1, 83, 1.777306
1, 84, 1.222251
1, 85, 2.142396
1, 86, 1.183332
1, 87, 2.074810
1, 88, 1.268387
1, 89, 1.283456
1, 90, 1.802521
1, 91, 1.715998
1, 92, 1.924754
1, 93, -0.160102
1, 94, 1.509542
1, 95, 1.279915
1, 96, 1.750001
1, 97, 1.791913
1, 98, 1.309988
1, 99, 1.929222
1, 100, -0.160097
1, 101, 1.222439
1, 102, 1.560506
1, 103, 0.959991
1, 104, 1.749447
1, 105, 0.792139
1, 106, 1.296834
1, 107, 1.054845
1, 108, 1.098239
1, 109, 1.013488
1, 110, 0.676652
1, 111, 1.483919
1, 112, 1.588553
1, 113, 1.162054
1, 114, 0.000000
1, 115, 1.095981
1, 116, 0.380000
1, 117, 1.632903
1, 118, 0.729891
1, 119, 2.002173
1, 120, 2.164347
1, 121, 1.279925
1, 122, 1.380855
1, 123, 1.294028
1, 124, 1.479793
1, 125, 0.000000
1, 126, 1.299716
1, 127, 1.759985
1, 128, 1.472381
1, 129, 2.406047
1, 130, 2.105172
1, 131, 1.613708
1, 132, 2.124693
1, 133, 1.559761
1, 134, 0.810930
1, 135, 0.600000
1, 136, 1.839368
1, 137, 0.000000
1, 138, 0.623461
1, 139, 2.328762
1, 140, 2.316597
1, 141, 1.577396
1, 142, 0.692450
1, 143, 1.225824
1, 144, 1.919296
1, 145, 0.560000
1, 146, 0.929993
1, 147, 2.154973
1, 148, 1.288520
1, 149, 1.942334
1, 150, 1.829154
1, 151, 1.309934
1, 152, -0.040000
1, 153, 2.039825
1, 154, 2.072519
1, 155, 1.300297
1, 156, 1.078298
1, 157, 1.129994
1, 158, 1.319999
1, 159, 0.000000
1, 160, 1.852311
1, 161, 1.130082
1, 162, 1.202768
1, 163, 2.184973
1, 164, 1.084214
1, 165, 1.492845
1, 166, 1.457450
1, 167, 1.638642
1, 168, 2.531103
1, 169, 2.248807
1, 170, 1.517360
1, 171, 1.311817
1, 172, 0.739747
1, 173, 1.029994
1, 174, 1.429805
1, 175, 2.542229
1, 176, 1.315902
1, 177, 1.319177
1, 178, 1.048738
1, 179, 0.823312
1, 180, 1.770547
1, 181, 1.672347
1, 182, 1.252400
1, 183, 2.175466
1, 184, 1.808720
1, 185, 1.523302
1, 186, 1.339788
1, 187, 2.515453
1, 188, 1.004378
1, 189, 1.472066
1, 190, -0.160065
1, 191, 1.227936
1, 192, -0.224207
1, 193, 1.259824
1, 194, 1.912283
1, 195, 1.824150
1, 196, 1.174634
1, 197, 0.849909
1, 198, 0.650194
1, 199, 1.206339
1, 200, 1.181697
1, 201, 1.485500
1, 202, 1.589386
1, 203, 1.589905
1, 204, 1.564825
1, 205, 0.910379
1, 206, 1.151541
1, 207, -0.026887
1, 208, 1.462227
1, 209, 1.379413
1, 210, 0.870930
1, 211, 1.167109
1, 212, 1.042431
1, 213, 1.589855
1, 214, 1.952675
1, 215, 1.582385
1, 216, 1.739987
1, 217, 0.841947
1, 218, 1.419902
1, 219, 1.572474
1, 220, 0.929676
1, 221, 1.826764
1, 222, 1.742596
1, 223, 0.900341
1, 224, 0.000000
1, 225, 1.152412
1, 226, 0.890275
1, 227, 1.054502
1, 228, 1.400052
1, 229, 1.239983
1, 230, 1.219097
1, 231, 1.732325
1, 232, 0.962334
1, 233, 1.052716
1, 234, 1.215563
1, 235, 1.418681
1, 236, 1.466489
1, 237, -0.880388
1, 238, 1.534622
1, 239, 0.389709
1, 240, 1.592728
1, 241, 1.163984
1, 242, 1.734922
1, 243, 1.322250
1, 244, 1.433718
1, 245, 1.779186
1, 246, 0.000000
1, 247, 1.317241
1, 248, 1.019592
1, 249, 1.535241
75, 0, 1.844013
75, 1, 2.703449
75, 2, 1.812587
75, 3, 0.000000
75, 4, 2.653561
75, 5, 0.909990
75, 6, 2.501086
75, 7, 2.257208
75, 8, 1.804950
75, 9, 2.127064
75, 10, 1.943923
75, 11, 1.810145
75, 12, 2.386577
75, 13, 1.236978
75, 14, -0.160163
75, 15, 1.021757
75, 16, 2.144002
75, 17, 0.827404
