round, agentid, gamma, isgreedy, meandist, vardist, maxdist, P
0, 0, 9.599095, 0, 3.835000, 1.057773, 6, 1111111101001010000111010101101011010110111001100101110010011011000110100010011001110110001100101100
0, 1, 10.576150, 0, 3.920000, 1.013599, 6, 1001111011100110000001110001000011101001110100001111111011111010001001011001010100111001100111111000
0, 2, 10.033019, 0, 3.440000, 0.956400, 6, 1111111101011010001000110011011010011111110011000110101010100101011111001111110100010100100001100100
0, 3, 9.781814, 0, 3.855000, 0.993975, 6, 0110011000001001101100100111100000011100101011110111011101000111000010100001001011001100011000001000
0, 4, 10.165499, 0, 3.530000, 0.949100, 6, 1101100001100110101101000001010111011101100010001100100100010010101001101100110110110100011110000101
0, 5, 10.231176, 0, 4.080000, 1.053599, 7, 0010111110101001110100110010101011100011111110001111001000011001001011110111011010101100010111011101
0, 6, 10.213177, 0, 3.970000, 1.149100, 6, 1110001011110100001111110110110000000000110111011001011101101011111111000111000010100100000001010111
0, 7, 10.479008, 0, 3.170000, 0.901099, 5, 0111011010011011111101101000111010111000110101101100101110010011101010011101100001111001000011111000
0, 8, 9.684335, 0, 3.850000, 1.097500, 6, 1000111101010011010001011000110111101110110001101010100101110101101000100001000001110101010111110010
0, 9, 9.288548, 0, 4.005000, 1.124976, 6, 0101000101001110010001110100110111101111010111100001010001010001101111011111111100010110001101110011
0, 10, 10.040442, 0, 3.285000, 1.013775, 6, 0000101000101111000100010010110111110111011101001111011011100110111111011110101011110000110110010010
0, 11, 10.102237, 0, 4.265000, 1.074774, 7, 1010110000000001001011010111000001010010001100111011100011000001101001111010001110011011110001111000
0, 12, 9.908666, 0, 4.025000, 1.104375, 6, 1111110101110101001001011000001000011010111000010000011011100101000000000011010010101011100111001000
0, 13, 9.775290, 0, 3.970000, 1.149100, 6, 0101001110101111100111011000010110101101000001011111011101000110000101100011101100111111110110011000
0, 14, 9.546230, 0, 3.520000, 0.969598, 6, 1011110001001001000000011111010111100100111111110111111110010000100100111000100000111000011100010110
0, 15, 10.146216, 0, 3.860000, 1.060401, 6, 1111010100000011111110110101011000110001111010100100010110010111001001110011010100001001101001100001
0, 16, 10.116633, 0, 3.315000, 0.945774, 6, 0010110011100010010000110001011111001111111000111001100011101111001101100100010011001110101111110010
0, 17, 10.075080, 0, 4.320000, 1.227601, 7, 0110101101000101111010011111011000010010100000001010101101100100100000000110010011011100111101010111
0, 18, 10.253017, 0, 3.425000, 0.914375, 6, 0011010110101110000010100111100100101110101001100110000010001010011110001011110110000001011000010111
0, 19, 9.678696, 0, 3.495000, 1.099975, 6, 0011110001000001011011100011111011101001100011000111000010111000110100000001011110101111011110110111
0, 20, 10.142564, 0, 4.065000, 1.160776, 7, 0010101110111001001001001111111110001111100011110101101111001000100111001111110000000000101001011010
0, 21, 9.847835, 0, 3.665000, 1.042777, 6, 1000011001100010001010001001000110000111100111110111110010110000001110000111100101001001000000000011
0, 22, 9.617960, 0, 3.590000, 0.931900, 6, 1101100000000001100011100010011101111101101010000011000101100100010100100101110001011011100111101001
0, 23, 9.441525, 0, 3.805000, 1.026975, 6, 1000101000000010100010001101010111001101101011000011101000111001110010101100001101101111101100000100
0, 24, 9.643982, 0, 3.625000, 0.984375, 6, 1011110110010110001001111010011111111101101010010011001110100001001101110100101010101000001100011101
0, 25, 9.827278, 0, 3.235000, 0.929773, 6, 1011110011101111001010010010100000011110110001111111100100100011111001110010100111011010101010011000
0, 26, 10.331733, 0, 4.460000, 1.238398, 7, 0001100101011110110111000000011111010011011101001011011100110010010111100111100100110011010010111100
0, 27, 9.629848, 0, 3.605000, 1.058975, 6, 1010000111110111001100101000110101101011001111000101001100001111010000010101111111101011100001001110
0, 28, 10.056302, 0, 3.520000, 0.969599, 6, 0100000101100100000000111100011110011011100110101010101111110011111100000001011011110111011011111100
0, 29, 10.229131, 0, 3.530000, 0.869100, 5, 1001001011101100010111101100001101011011011110110111111101111101000001111001010101010101001000101111
0, 30, 9.425222, 0, 3.750000, 0.977500, 7, 1000101000010110101111111000001000000110000010101110100000010001101010100101111011010010100000010101
0, 31, 10.617934, 0, 4.300000, 1.230000, 7, 0110001001011010101110101110111010100010101000100110101000111101001110110110100011001110000010101011
0, 32, 10.150884, 0, 3.815000, 1.080775, 6, 1111100001001101100010101111111001101010101101010100011101011010010101001101100100101111110110010001
0, 33, 10.551540, 0, 3.700000, 0.909999, 6, 1110000111010110110010011100001010111011010110001100110001100000011101010100110001110001001101110110
0, 34, 10.127671, 0, 3.865000, 1.026774, 6, 0110110101011110100101011011011001011110111100110000110010010111111010101010110100100100001100000101
0, 35, 9.506016, 0, 4.150000, 1.017501, 7, 0111110101110010100110111110111010010101000111000010110010101011000001001101011101111110000000010111
0, 36, 9.505544, 0, 4.160000, 1.044399, 7, 0001000011011010001100100000010010101001011110011110000010111011111111100001010010011011111100001011
