round, agentid, gamma, isgreedy, P
0, 0, 9.524050, 1, 0011111100001001001011011000111011100000110100011001010100000001111000001001001100100110011101011101
0, 1, 9.681615, 1, 1000000000000110011111100010011111100001000100101111110000100000000110110000110111001011011101000000
0, 2, 10.386060, 1, 1111010111010001111110110001110101010111100110001011110011011101001001000000010011001001110110110101
0, 3, 9.860212, 1, 0110010100100111001111111011101101001001001111001110011100111110101101111001110011110010110101111001
0, 4, 9.829642, 1, 1110110101101111000010100010110100010001110011101110110100000011110000010111010110011010000101000001
0, 5, 10.228249, 1, 1111001000110100010000111000110011001000101110011111101101111111000111011111111100110001110011000001
0, 6, 9.842754, 1, 0001110010101111101011111100000111110100111000001101111110110010000111001101000111100010100010100111
0, 7, 10.102164, 1, 0010011001000000011111101111000001100010011011011001011001011110101101101011101000010111000001000100
0, 8, 9.781648, 1, 1001000010101011111100010010000011010011010001100101010100100000101110000110100111010010110000111101
0, 9, 10.381531, 1, 0111100110001010101100101010110001111111101111001111111101111001111101111010111010001011110100101011
0, 10, 10.109118, 1, 1101001010111001111000001010111010101010101010101011011101011000111011110100111111011100011110100111
0, 11, 9.749882, 1, 0001000000110110110010100111101100111100101111111101010000001001000100001111101010000000000001011000
0, 12, 9.800372, 1, 0111000001011001001101110110000100101010101110011110111100000011010101101010110110001010000011100010
0, 13, 9.687541, 1, 1111110000011101100101000010001010011101101001000111100110101100010101011100011000110000100101101101
0, 14, 10.137642, 1, 0000011010010100100100011111011011100000110111110011100100001011011010110000110100001110000000110110
0, 15, 10.125276, 1, 1110111011001001101010110001010110100111101101111010110010101010001111001100100101000011000111010000
0, 16, 10.236779, 1, 0010000111110001000111111110000110000111111101001001000110101011000100111001010111100111000011011010
0, 17, 10.588896, 1, 0111100110010010000000001100000110010010110100001000101111100010100111010000010110111001100111101011
0, 18, 9.891021, 1, 0001010011110011000000011000100100011010010110000100011010111001010001100001111011011000000001010000
0, 19, 10.060416, 1, 0111011001001100100011110110101100001000111001110001111100100101000111100001011011101000001101001111
0, 20, 9.432876, 1, 1001011010000011011100011101010100000000000000100000000111000100011111101110110000000010101011000101
0, 21, 9.624453, 1, 1001100010001010010101011011101111010101101000010111101011000101011111000010010010010001101110101011
0, 22, 9.665019, 1, 1011110001101010100011101110111011000100011011111011000001101010111001001100110011001100010001000010
0, 23, 10.360333, 1, 0101110000101110011110001001111101110100111011111110110110000010000110000011111000100000100110001010
0, 24, 9.696166, 1, 1110101111110010101000100011110111010110101010010001101111101100111100011010011011110011011000011100
0, 25, 10.304321, 1, 1001010101110111010110110110111100001110101110010000000000011000010110101001011101110101111011101011
0, 26, 9.424832, 1, 1101111001110101101101111000110000100000000101010000001101101001100010110101001110100000010010101100
0, 27, 9.583823, 1, 0110110110101001001011010101101001101011100101010100000100111011110101111001100010111011101000001010
0, 28, 10.169828, 1, 1010010100101100111010101000110101011000110001011100101011010101111001101010101010011110101010110110
0, 29, 10.387495, 1, 1011000110111101011001000001001111100101011101111101111000011001000110001111010001110111010001100111
0, 30, 10.209199, 1, 0101111000001010000001010011001100001010110111011111001001011100100101100111000000000110110001001101
0, 31, 9.921980, 1, 1111011110111101000000000101010000101100010110000001100011000011000101001000111110111001101100010010
0, 32, 10.011574, 1, 1011111001010011100001110101001000011100101001001101100101100001000101000001001001011011110111001101
0, 33, 10.571562, 1, 0110111110011011100100100101001000010001110111100100111010010001100001100111110110110110110010001110
0, 34, 9.978275, 1, 0010110000100100101001000110111100011010001011000000101001100001001101000000100101100011000100000011
0, 35, 9.894131, 1, 1001011010110001101011000100101100100011001110100110001001111000110011010101101001100100010000001000
0, 36, 9.838068, 1, 0001010010010001001111101000000111100000000101011110001010110010001011101010110110101011001000110110
0, 37, 9.642064, 1, 0100000100001000101000000111010101010010111000001110000011000100001100011100110101011111110111010000
0, 38, 9.889871, 1, 0101110011001110110101111110011010001110110000110000001010101100000010110000110111001100010100011110
0, 39, 10.254822, 1, 0011000011000011001100011000100101110111010001100110010111011010111100010100110100100010101110000101
0, 40, 9.947975, 1, 0111010100011100010010001110001011010101111001101101101110010101110001011110110010011111111100100111
0, 41, 9.939355, 1, 1110000111111110111100000100000110000011110110111111100011010101110011101111101101100110001100110110
0, 42, 9.565814, 1, 1111000000101110111111001000010000010100100001011110000011000100001111110111101110110011110110110101
0, 43, 9.846191, 1, 0111111111101101110010010000001001011111001010010110001000110010111001000111110010100011011111001001
0, 44, 9.507688, 1, 1010011001011110110011000101101101010110110010010110010001110111011011101000100111000110101110001110
0, 45, 10.367476, 1, 1011001101010111000001010011001101001101011111101000011101101101010110101011001101010110110000001001
0, 46, 9.280293, 1, 0001111001010000011000110001100001011110001111010101101010110010000000110001100101011111011000001111
0, 47, 9.228171, 1, 0110111001001000110000101001101001101001101010010010011111010010010101100001001110110011010001111101
0, 48, 10.666012, 1, 1000110111110111011010101011011111100110111010001111010011001000110010000111100111111000101111110110
0, 49, 9.579358, 1, 0000011011111111110010011101011000101001111001111110111010101001101101101010000010011011001111110000
0, 50, 10.300238, 1, 1011101001001101011000011011000111000011101001101011000111001011100100111011100101111110001000111001
0, 51, 10.020612, 1, 1101011011110001011010101000110000100001000101011000101110001010001010011101000111111100010000100101
0, 52, 9.575483, 1, 0110000001110110110101000001011011011111100111000111010011001011010100000110110000110001111101110001
0, 53, 10.720417, 1, 1110100000100001100100110011001111010000101001001000001001100011011100111101011110101101000011011110
0, 54, 10.020644, 1, 1001100100000000111000100110111010110111110010010110101111000001001111111010101011010001100111001000
0, 55, 9.885074, 1, 1000100101011100111111100101001100110010001011101101001011010110011110100101001111101100100101110001
0, 56, 9.911160, 1, 1100110111110010101011011100011101001110100001100010101010001100000001101110000111001011001101101011
0, 57, 9.957233, 1, 0001001011011010010010010111011001101001110101111110011011100110010010011011101111111001011111010100
0, 58, 10.046885, 1, 0100101000011110001001100001101110110011100000000011000010010000111111011001110000010010101011011011
0, 59, 9.828471, 1, 1010100111100111010101110101111100101100000001110101010110011111010110001011111001001111000010111011
0, 60, 10.267258, 1, 1100001000110101001111011010110000101001110011110101000100001011000110011000011000001001001100010100
0, 61, 9.915181, 1, 1010010101111000100001000001101011000111100101001110110111111111110001110001110100001110100001110000
0, 62, 10.142628, 1, 0010011111011111101001101111101000001101100001111110110100111101011111101010010101001100001110000001
0, 63, 10.667270, 1, 0101111010101110011010011111000101001000100010011010100010001100011111101111101100101001011100100101
0, 64, 10.024072, 1, 1111001000101110001000111100011001010111001101111110100111110001010101011100000101000001001100101111
0, 65, 9.806531, 1, 0110100110101101110100011111010000001010100011010110101000010100011011000011011010011110100011011111
0, 66, 10.522383, 1, 1100011010011111101010010101100001100100100001110100011011010110000100000011001111110110111111011100
0, 67, 9.967932, 1, 1001011100111100100011100110000111110000111110101111001001111001110010100100000011001100010111001000
0, 68, 10.079268, 1, 0010000101101100001110101011000010001011101100101111100001100011101011001000110001110101110011110111
0, 69, 10.303828, 1, 0100111100111110110010100100010101111101010010011010010111001011101101010011001011001001100111000001
0, 70, 9.562170, 1, 0000101110000100000010000001100111100111011100110111101110010111101001000011101101110100100001011100
0, 71, 9.311525, 1, 0001101001111100101101001001111010101000010011011010110111111101100010100001110101000100101001010011
0, 72, 9.444740, 1, 1101101001001111100110110000100000111001011100011011011101111000111110011100010111000100110001000110
0, 73, 9.777682, 1, 1110100111101011110011000111110101110001001010001100100010001001001110001011011110011101001000001110
0, 74, 10.106238, 1, 0111100100000011101100111110100010100001010011011000001101001001101010111000101101110001010110011101
0, 75, 10.609764, 1, 1000111001111110110111001110011000101000101110100000100000001000111110111111100101101010000000001000
0, 76, 9.831222, 1, 0111010101101110100011011011110000111100100010111110111110111111101100101110010011101100000101100000
0, 77, 9.419011, 1, 1011110011010001100111100011100011110001011101011001010011100000011011011000011101001000010101001101
0, 78, 10.146434, 1, 1000110111011111110011000100101111010111101110111101011010110001010010111010110001100000001000110011
0, 79, 9.859138, 1, 1001110111111011110101010101110011001101011101001000010011011000101010011110101110011100001010010111
0, 80, 10.272472, 1, 0111111011100010110010100110011111110110110010010100011110000111001101011010101100001010001111010010
0, 81, 10.026008, 1, 0101011101101100110011001110110000001000001010111001110111100111100011010110100111110111010110001101
0, 82, 9.847518, 1, 1011111010100010000001011010010010101010010011111100111010001111110111100110111111100010101100011110
0, 83, 9.732648, 1, 1100010111001001000111010111010011000101100010001110111100001000100110000011101000000110000101110010
0, 84, 10.195977, 1, 0100101111011011110111010001011101010101011001010100011110110000011010011010100110001000111100001101
0, 85, 10.315722, 1, 0110100100111011010110000011100101000011101101000000001011101011100010101001101011100111011010011000
0, 86, 10.262823, 1, 1100110111111111111100100011010100111110110100001101001100001010000111100001101001101010110101101111
0, 87, 9.510330, 1, 1001100010000011111010001001110000100001100110011101011000001000010110011001100011111111011001010100
0, 88, 9.892299, 1, 1010011000000110000000001011100101001111101110110001111111011000101011011000001100101011110100011101
0, 89, 9.627576, 1, 0111000000011000011100000101110101010011011010010110110100101110010010001010100110000111011000001001
0, 90, 10.216980, 1, 1111100110010001111011100000001101110001010011101101111111010011010001101000110000111111010100001111
0, 91, 10.312470, 1, 1101101111100001101111111001101111010001100011110010011000011111111100110101100000011000100010111010
0, 92, 10.307760, 1, 0011011101001101001111111100110010001010010100110111101100111011111101111000111001111111101011110111
0, 93, 9.595033, 1, 1010000000000010100110101010110000101001100001001101111110101110001001110100101111000100000101001010
0, 94, 9.691249, 1, 0111000110100100100111011111010101010011011101101100011011101101011100110000101110110100110111010010
0, 95, 9.922514, 1, 0100000111100010100001010101110111110110001110010110111001110111110111110110101100011110100110110001
0, 96, 9.592983, 1, 0001111110001000111101010101011010110101001010001011011010010010110010001100111000101111010010101010
0, 97, 10.282022, 1, 0011010010001110111011010110101001110100010001100011111011011000000000110011111101001110111000111100
0, 98, 10.098959, 1, 0001101000101010111101001011001000111000001101110111101001100111011000101010000100011100110011101001
0, 99, 9.936129, 1, 0000000111101011000000111100101001000010111010010101111100101011111111001110001001001010010010011011
0, 100, 9.948220, 1, 1101111000110100101000100110011110101010110011011100100100110111110100011011001110001000010100100111
0, 101, 9.550502, 1, 1011111111000000100111111101000001001110100011111001111011101101101000111100011010111100100000110010
0, 102, 10.238895, 1, 1011111000110001000011110111011101010011110100000101001111011111110100101111011101101001011010110100
0, 103, 10.422442, 1, 0001000011000110110001000001100110010010011111111001100011111010011011110111110100111100101101001100
0, 104, 9.608954, 1, 1010110010100001000001000101110001101101011000111101111100010110101010100001001000001111000100001111
0, 105, 9.470369, 1, 1010101000101111101001110001010111101101110100000001100000011000000000111101011110101111001110100101
0, 106, 9.731888, 1, 1000101000110001000100111110111011111010110000111100001000000010101110101101000000011001001011010001
0, 107, 9.916551, 1, 0000111110111110011010001101010011100000100111000000001111011000010010111100001100011110101110011110
0, 108, 10.223015, 1, 0100000001101000101011111111101011001000011000101011100011111111100001010100110001000000100000100101
0, 109, 10.318106, 1, 1000010011011110000001010111111111011000001101110101111100101100000110000000101110111110011000011110
1501, 0, 9.524050, 1, 0011111100001001001011011000111011100000110100011001010100000001111000001001001100100110011101011101
1501, 1, 9.681615, 1, 1000000000000110011111100010011111100001000100101111110000100000000110110000110111001011011101000000
1501, 2, 10.386060, 1, 1111010111010001111110110001110101010111100110001011110011011101001001000000010011001001110110110101
1501, 3, 9.860212, 1, 0110010100100111001111111011101101001001001111001110011100111110101101111001110011110010110101111001
1501, 4, 9.829642, 1, 1110110101101111000010100010110100010001110011101110110100000011110000010111010110011010000101000001
1501, 5, 10.228249, 1, 1111001000110100010000111000110011001000101110011111101101111111000111011111111100110001110011000001
1501, 6, 9.842754, 1, 0001110010101111101011111100000111110100111000001101111110110010000111001101000111100010100010100111
1501, 7, 10.102164, 1, 0010011001000000011111101111000001100010011011011001011001011110101101101011101000010111000001000100
1501, 8, 9.781648, 1, 1001000010101011111100010010000011010011010001100101010100100000101110000110100111010010110000111101
1501, 9, 10.381531, 1, 0111100110001010101100101010110001111111101111001111111101111001111101111010111010001011110100101011
1501, 10, 10.109118, 1, 1101001010111001111000001010111010101010101010101011011101011000111011110100111111011100011110100111
1501, 11, 9.749882, 1, 0001000000110110110010100111101100111100101111111101010000001001000100001111101010000000000001011000
1501, 12, 9.800372, 1, 0111000001011001001101110110000100101010101110011110111100000011010101101010110110001010000011100010
1501, 13, 9.687541, 1, 1111110000011101100101000010001010011101101001000111100110101100010101011100011000110000100101101101
1501, 14, 10.137642, 1, 0000011010010100100100011111011011100000110111110011100100001011011010110000110100001110000000110110
1501, 15, 10.125276, 1, 1110111011001001101010110001010110100111101101111010110010101010001111001100100101000011000111010000
1501, 16, 10.236779, 1, 0010000111110001000111111110000110000111111101001001000110101011000100111001010111100111000011011010
1501, 17, 10.588896, 1, 0111100110010010000000001100000110010010110100001000101111100010100111010000010110111001100111101011
1501, 18, 9.891021, 1, 0001010011110011000000011000100100011010010110000100011010111001010001100001111011011000000001010000
1501, 19, 10.060416, 1, 0111011001001100100011110110101100001000111001110001111100100101000111100001011011101000001101001111
1501, 20, 9.432876, 1, 1001011010000011011100011101010100000000000000100000000111000100011111101110110000000010101011000101
1501, 21, 9.624453, 1, 1001100010001010010101011011101111010101101000010111101011000101011111000010010010010001101110101011
1501, 22, 9.665019, 1, 1011110001101010100011101110111011000100011011111011000001101010111001001100110011001100010001000010
1501, 23, 10.360333, 1, 0101110000101110011110001001111101110100111011111110110110000010000110000011111000100000100110001010
1501, 24, 9.696166, 1, 1110101111110010101000100011110111010110101010010001101111101100111100011010011011110011011000011100
1501, 25, 10.304321, 1, 1001010101110111010110110110111100001110101110010000000000011000010110101001011101110101111011101011
1501, 26, 9.424832, 1, 1101111001110101101101111000110000100000000101010000001101101001100010110101001110100000010010101100
1501, 27, 9.583823, 1, 0110110110101001001011010101101001101011100101010100000100111011110101111001100010111011101000001010
1501, 28, 10.169828, 1, 1010010100101100111010101000110101011000110001011100101011010101111001101010101010011110101010110110
1501, 29, 10.387495, 1, 1011000110111101011001000001001111100101011101111101111000011001000110001111010001110111010001100111
1501, 30, 10.209199, 1, 0101111000001010000001010011001100001010110111011111001001011100100101100111000000000110110001001101
1501, 31, 9.921980, 1, 1111011110111101000000000101010000101100010110000001100011000011000101001000111110111001101100010010
