round, agentid, gamma, isgreedy, P
0, 0, 10.055899, 1, 1100100101110101011011010010101110010111001010111110110011101110011011100110010101001101100101101000
0, 1, 10.060145, 1, 0001000100000000100011101001101100001010011100111010000001010100011111000001001100101001011110010110
0, 2, 9.820621, 1, 1001011000101100001100111110100001000000110101010110001100111100110111101000100000100110110100111011
0, 3, 9.836951, 1, 0111110011101011000011001110110111100000111100000100010101111110000000000000101110010010000100000100
0, 4, 10.008161, 1, 1000011000001001100010111101010101001000110001100101011111011000100010111001100000111001010011111110
0, 5, 10.009407, 1, 1010110001110111110101010011111001111100010100010101010100001111110000001000101101111001000010110111
0, 6, 9.897131, 1, 1001011110001011110011100010010011001001100110110110011000001101011001011000011101001001011101110100
0, 7, 9.988500, 1, 1000111110001010011111010101100001101001111000001111011110110000000101010101000110001001101110010110
0, 8, 10.299461, 1, 0010101000101011110010100111110101100111100111011001000110011110110100101010001001001010001111100100
0, 9, 10.233117, 1, 0011001011100010110000110101100011100000000010100000000001001111001011010001101010001011010111110010
0, 10, 10.694946, 1, 0010011101111111001110000111100100000011101111011001111101110101111011011001001011110101010001011110
0, 11, 10.173855, 1, 1100111101011110110100110110110000110011101100110011111000001111110001000111011101110111011000001100
0, 12, 10.474556, 1, 1101111110101010011100001111001110111001011111101001101011010110100101101100100101011111101110011010
0, 13, 9.944704, 1, 1010010100000110110111000100011101001100101110001111111000100100110000011001101100110101100001000110
0, 14, 10.338631, 1, 1100111111011001100001011010111011010100000010001101100100010010100101100110010000110010011111000010
0, 15, 9.648952, 1, 1011010011000001101000110110100000011110101001010011110001111101000001000000101000111001010101110011
0, 16, 10.352432, 1, 1011110010001010000001111100010001000011000000100000011001010000110101010010001101000101110000111111
0, 17, 9.351357, 1, 1001101011100011000111101000010001111110110011011100111111101111101101000101010000001001011101101110
0, 18, 9.789359, 1, 0001010110101000100010110010001101100111110101111100000010101001011011001010001010111111010000001010
0, 19, 9.540186, 1, 0100111100101101000011001011000011001101111000100101101011101000110100000101111111001001011110010011
0, 20, 9.956455, 1, 0000011111000101011000110101010000111010101111111001000100000110111110110000010000111110110111001110
0, 21, 10.090776, 1, 0111111101111000111111110101111100100110101001011110111100000011011001101000111111010011101011011000
0, 22, 9.743286, 1, 0111011001111011101010111100101000000010101011111100111001101011101010001111111100000000100101001110
0, 23, 9.537001, 1, 0111010000110111100001101001100111110000111000010101011011100101111100101000011101100111110001101100
