round, agentid, gamma, isgreedy, P
0, 0, 9.795134, 1, 0110100011010101110100011111101001100011001001011011100111001011101111110000000001010110011010101111
0, 1, 10.631543, 1, 0100110100111110110111000101000000111111001010101011100110011010011011010110001101110000001110110010
0, 2, 10.111990, 1, 0101000101110010100100110100110110101010101111111010001010011011010100110100100110010111101111111000
0, 3, 9.286715, 1, 1001000001011001110011011111001010001011010110110110111011110100010001110111110001011110101110000101
0, 4, 9.786520, 1, 0111001111101101011011100101101110110110110100001011001010011000110010010110001011001100110110010111
0, 5, 10.141693, 1, 0001001011001010001101111001101001010111110111011001101110000000001000100010010000010100110010101001
0, 6, 9.913610, 1, 0100111110011001110000111111111001101111011101000000011100110001011011011001111100010111111110100110
0, 7, 10.164962, 1, 1100101000110101010000100101000110100000111100110001111010010010100000011100110100110010101000101100
0, 8, 9.574470, 1, 0111011110011010010101101001001110110001100100101011011011110111111011110100001000101010011010011101
0, 9, 10.393005, 1, 0111101100101001011101000011110011010110110010100100110101110001111111101101111101101101100001111111
0, 10, 9.903193, 1, 0100110001011010101010000100111110100111111010100010001000011011011001001100100001100010010011011110
0, 11, 10.018595, 1, 1100111100110000000100010100011011011000100110000111010101110111010011110110101101010000001101110001
0, 12, 10.150095, 1, 0010111001110111100110101010101111111011101110011110110000101001010011100000101010001010011110001000
0, 13, 10.221620, 1, 1110010101100001101001111111111001011110100100010000101110001001000001110001000010100001110010111111
0, 14, 10.114677, 1, 0111000010011100110001111010111010101101010011010010011101110011011100010100111101011000011010111010
0, 15, 9.768774, 1, 1100000110100001110000111001010111000001110010100100001111110001101110101000110000000010110011000110
0, 16, 9.484035, 1, 1101101111001111100000001110001010010110101111110101000110000001101110010010101011000101111100111001
0, 17, 9.651575, 1, 0011001001011110100000100110011111011011101010111111110010100100011010001001111101010110100100110000
0, 18, 9.895521, 1, 0101100100010001111111011010010010001111011101010000010111001011011110010100111100010011110010100010
0, 19, 9.911640, 1, 1101001110101011111000000000100110111111101011010110000010101011110011010001100100010111110110100111
