round, agentid, gamma, isgreedy, meandist, vardist, maxdist, P
0, 0, 15.652272, 0, 3.445000, 0.887636, 18446744073709551615, 1010111101111100111010111010110010110011111011100010100100000100011001101010110101010110001110000110
0, 1, 16.339617, 0, 3.825000, 0.981222, 18446744073709551615, 1011110001101100000010011110010101000000101001101010011010000011110010000110001001000101100100110011
0, 2, 16.191261, 0, 4.085000, 1.144336, 18446744073709551615, 0100111011001100001000001011111010101100011000001001100010000110000111011010010001111011010111101000
0, 3, 16.659931, 0, 3.480000, 0.949048, 18446744073709551615, 1101110000111011101010010001101101011101001010011010100111111110000100100001110101001111110101000111
0, 4, 16.033699, 0, 3.395000, 0.791346, 18446744073709551615, 1011010110111110011001000100110000011010101001111111010111001110000111100010000011010001110101000110
0, 5, 16.272947, 0, 3.070000, 0.827975, 18446744073709551615, 0001101010111111011111100010001001100110110100111011010100101000111001111001010110001111101010001111
0, 6, 16.072783, 0, 3.795000, 1.080964, 18446744073709551615, 1010110110100011100100100000111100011001100100010100110100001001011101101010001001100010011000111001
0, 7, 15.990811, 0, 4.265000, 1.053823, 18446744073709551615, 0111011100011011100000000100010101110111100010101010100010110110100011011010111001101001011001101100
0, 8, 16.169472, 0, 4.195000, 0.918985, 18446744073709551615, 1000000011001010000111000111101000111101110101100001101010110010011110100011010011011001111011101000
0, 9, 16.033060, 0, 3.225000, 0.872373, 18446744073709551615, 0101110011110100001000010011110111110011010101111011100010010100101011110010011001111110111000000010
0, 10, 16.772591, 0, 3.990000, 0.970300, 18446744073709551615, 0001001001111001010110101110000100100101011111010110010101010000001010001110001011001100010111000110
0, 11, 15.951676, 0, 3.605000, 0.923995, 18446744073709551615, 1011110001001011000010100011010011010100001100111101010001101001100011010010100001110011011010110000
0, 12, 16.760441, 0, 3.945000, 1.074158, 18446744073709551615, 1111111011101100110001011101111110001000100000000110100011100110101100100001110111111011001011000000
0, 13, 15.826249, 0, 4.105000, 0.979721, 18446744073709551615, 1101110011100010011111110110111011011100100111101111001010011000100111011111011011001100001000101100
0, 14, 16.048445, 0, 3.925000, 0.912346, 18446744073709551615, 0100011011111010101001101011001011111111011001011001001110001010101111100011101111001111101010010110
0, 15, 16.001469, 0, 3.745000, 0.879849, 18446744073709551615, 1111000011100100111101001101111101010101010000010010010111011000101101100001001100101100000111010100
0, 16, 16.032490, 0, 3.735000, 1.075022, 18446744073709551615, 0110100000101011100010001110100100001101001000011100000110010011101100000101110101001011010010110110
0, 17, 15.827250, 0, 3.760000, 1.111712, 18446744073709551615, 0100100111111010110111010110000110110101110010100100001011100001000001111110001110111011001011000000
0, 18, 16.232187, 0, 4.095000, 0.892130, 18446744073709551615, 1111001010000001011110100010010001111111010101110011011111101101111000001101101101010110110001000110
0, 19, 16.517298, 0, 3.365000, 0.945160, 18446744073709551615, 1000111111110100000000110111100110110101101001110011001111100000011110011110100010101001111100010100
0, 20, 15.851486, 0, 3.420000, 0.845119, 18446744073709551615, 1100110000010010100101010101110110000001000110011010010001101100100011101111100111111000000111011111
0, 21, 16.051119, 0, 3.650000, 0.940887, 18446744073709551615, 0001111110010110100111100011100001110000100011101011010000000001101101001101000110111001110101101001
0, 22, 15.888871, 0, 3.210000, 0.864379, 18446744073709551615, 1110001100101110001010000000000010010110111111001000000011000001101100100111001110000101000100101010
0, 23, 16.164865, 0, 3.545000, 1.095141, 18446744073709551615, 1110011001110000101011001001010100000110100101101110011010001011011001101110011010000011111001000001
0, 24, 15.782385, 0, 3.620000, 0.940078, 18446744073709551615, 0000100111111001110000000001011010100011101010011011100111011000011100000010011000110101110010100110
0, 25, 16.538034, 0, 3.685000, 0.967879, 18446744073709551615, 1110011101010100001001100110011100110001010011101001100110100010111000011011011100001100111000010000
0, 26, 16.004852, 0, 3.340000, 0.898621, 18446744073709551615, 1111111111111100011011011000110001110010111000111011000101111010011111010111111100001111001101011010
0, 27, 15.993803, 0, 3.575000, 0.890471, 18446744073709551615, 1001101010110101100010101000000010111100010111000101110010100010111111111110110010101001111001011011
0, 28, 16.475344, 0, 3.385000, 0.899483, 18446744073709551615, 0001110101100100101100001110110000001001101001100110011000110011000100001010110010000001010010110111
0, 29, 16.512955, 0, 3.590000, 0.867460, 18446744073709551615, 1101000000111100010110010111000111000100111000000000101101001001101010110100010100001010001101011010
