round, agentid, gamma, isgreedy, P
0, 0, 9.846275, 1, 1001111100110000001110111101101000010111010111111011111101011110010001101110001100110010101011011011
0, 1, 9.465885, 1, 1100100011100000110010111101110100111001100010001010010011010000010001000111011100100101101010101110
0, 2, 10.341179, 1, 0101010011100011101100111111001000101100011000001100100100110110001111111011100010101110101110111100
0, 3, 10.536742, 1, 1011111000000101001110000110011010101110000110011001100110100001100000101011011011011011111111111100
0, 4, 9.960542, 1, 0100111110001000101001000110000001111011100110101000100011011111111010010010111011000100010110101110
0, 5, 10.290462, 1, 1101111101001100010110101110111111101110100111110111111001001010001100100101011011100101100101000010
0, 6, 9.931992, 1, 1111001001010101011111100110110010101000110010111011000110100000010010001000111010101001101001000110
0, 7, 9.710561, 1, 0011100101010101100100000101111110001100110100011001101100010110001110000010110110101100001100001000
0, 8, 10.215637, 1, 1100000001101011111111010110010010111100110110101111011101101000011010010100010110111101000011101011
0, 9, 9.871715, 1, 1001101000101111011010111010011100111011011101011101001011110101011010101101101011001001011000111101
0, 10, 9.560463, 1, 1100000011110101010100101001110100110100011011001111011000100110010001111110100010101101011010001101
0, 11, 10.163222, 1, 1101101111101001110100011111010001100110100011110000011111010011100101011110001100010000110000111011
0, 12, 9.901042, 1, 0100110101110001010001000100101111110000000010010110010010010110111110111111101011110100011111111000
0, 13, 10.677428, 1, 0001110111011000000100000010110111101101011001011000010011101011100000100101001111001100000100110110
0, 14, 9.827441, 1, 0001001111101110110110111110001100011111001001010111001001011100111100000010101001011110010100111100
0, 15, 10.158467, 1, 1100110100111000011100011100001000001001110010010010000111100011110010111010001101111011000101100111
0, 16, 10.095486, 1, 0010011101111011100101011001100000011100100111001100011101100111010100100100011111100111001101011011
0, 17, 10.413498, 1, 1001000110011110010000100011000010110001111111110011101011110001011010100110111100110100000000000000
0, 18, 9.989162, 1, 1010001010101000110011011111110001011100000000011100001111101010011011000110011000110111000000101111
0, 19, 9.308830, 1, 0111011001010101010101000011101101111101111100100000111000000011000001010100001010010011000000110010
0, 20, 10.297777, 1, 1100001011111001011111101100001100100111110100110110100111111010001000010111111000101100110101000100
0, 21, 9.645000, 1, 1111111101010100111100110100110111100110100110001010011010010010100001011110101010011011010011010101
0, 22, 10.474407, 1, 1001110000100011001101100000001101100101110010110011011011000110101101101000111001010001001100111011
0, 23, 9.592754, 1, 1001101001001101010001010010110011001111101000101000010001101101110100000111111001111101101110101111
0, 24, 10.388120, 1, 1011000101110100011111100011100111001100100001011100101011101101011100111111100001110011101010101001
0, 25, 10.284698, 1, 1001111100011010110011101111001011001100011110101011100111101110110011011010101111001100111001100000
0, 26, 9.969603, 1, 1000100111111111011111011111000101100010100011110010011001000100001111101110110011010110110000111111
0, 27, 10.265217, 1, 1010111011000000111001001100100011011001000001011110011001001001011111111101100100110111111010100101
0, 28, 9.722124, 1, 0101100111011110111000110100000010101011110010001001000001110101101101011111010001010111010010101010
0, 29, 9.996013, 1, 0011110100010110010011000110000010000100100110000000111101100011111001100101011111010110000101000111
0, 30, 10.121841, 1, 0001110111100011110001001111000101111101110011000101010001001010010110011100110011001001010111010001
0, 31, 10.406510, 1, 1101100111011110111001001100110110001100011111000101101010101100100011100110010101111001111000000010
0, 32, 10.028208, 1, 0110110011010001101111111101010110010101101110110101001101111001111101100011011100110101001000011011
0, 33, 10.422381, 1, 0100110111001110101011100010001110100100101011001001011010010011110001100001111000101001011000011001
0, 34, 10.276907, 1, 1110110001001001110000100001001011011001001010111111111010110010011101101011000100001100111101111101
0, 35, 9.504083, 1, 0101101101001001010011111011101101110000011001010110011111111000001001110011111110011101010110000011
0, 36, 9.717204, 1, 1100011110110100001111000111111001110010101011110111100100010111101010000000101110010000110001001101
0, 37, 10.017684, 1, 0100100001100101010011000001011111101110111010000111111101101101110001011001001000111110101111000100
0, 38, 9.291115, 1, 1111011011000100010001011010110000011011110101111010010101111001101110101000101111000010101100110110
0, 39, 9.935974, 1, 0101111100101010100001011111011111000111110001110110001111011010111011010010011100000000110001101100
0, 40, 9.870888, 1, 1100101101101010101101011111001001100111001000100100000100001111000110011101101111110100110100110100
0, 41, 10.213807, 1, 0000100011101010100010100000110101101110010010001011010100011110110110001011111100101111100001100001
0, 42, 10.339806, 1, 0011110111000010000000110001110000000110001010101101101000000110101101111110001100110011010001010011
0, 43, 9.939291, 1, 1111110010000011001110110101010000101100110011010011011000110010110000000110111011011001100101011011
0, 44, 9.983133, 1, 0000111101101100101111000101001110010101111011001001001101000000011100101100000010101001110001111101
0, 45, 9.836630, 1, 0110011111001011101010011000001110011000110011010100000110100111001001101001001110111100101011010000
0, 46, 10.140741, 1, 0001001101101011110111110100000100000110000000011000110001110010111010011111001011011110111000110101
0, 47, 9.953300, 1, 0001010111101101100111011010001001011010101101101110011011001010000101011101001101101001100011001010
0, 48, 10.024477, 1, 0010010000010101000101110011101110110011110110101110100100111101011010010011101101100011111001010110
