round, agentid, gamma, isgreedy, P
0, 0, 9.478958, 1, 1110101100010011101110111110001101001011001010110000010001111101111111111111101101110110111110110110
0, 1, 9.767059, 1, 1011100100011110010001000101000000101010100011100101010111010111111110100001110100101100100001001010
0, 2, 9.577144, 1, 0010000110010101110011110001111011111100011110101101011000011110000011111010011101011010111110011100
0, 3, 9.803718, 1, 0111001001001001010010010111111100100101111010110011110101010011000010010010011110101110000111000100
0, 4, 9.717372, 1, 0010010101000100110100000010011000100110001110011011100101000101101100011100101010010001111011011011
0, 5, 10.678545, 1, 0011100101010011111111100001010001100110111101100010011111100011110101011110100010110110000111011000
0, 6, 9.773764, 1, 0001000000111011001110100000011111011010111110010010100000110111110101111101001000010101010011000001
0, 7, 9.691782, 1, 1011001110111010000110110110101111100010110110111100100100100000111111100010010111000110001111101001
0, 8, 9.617756, 1, 1110011011111101001010110111110000101011001110110110101011011110110010000101111000110100100001110001
0, 9, 10.222515, 1, 1111010100000010111000100110110010100100111010010010001011110011011000110111110100000000100001010100
0, 10, 10.227304, 1, 0110001111001111111010001111011000000011000101100010000000110101001101110000010010011000111001001011
0, 11, 10.010772, 1, 0100010010010111001011100110111100010101001010000010101111110101000111000110000011011110101000100111
0, 12, 10.357138, 1, 0000101010110111111111110100011011111010101000011110100000011110100110101001001010100110111110110110
0, 13, 9.849860, 1, 0111011110111000111101110111000011100001011101111000100110011011110001110101111111001101101100101000
0, 14, 9.598845, 1, 1100001101100100010100110110000011011010001001010011111001111010111010010011111011111100110000100011
0, 15, 9.581857, 1, 1001101101001011001111001010000100010100010011001111110100111100111110000111011111110111001100110001
0, 16, 10.064780, 1, 0100001001010010011111010001011111100011101011110010111100010111010101110110100011110101011011111001
0, 17, 9.810501, 1, 0011110101101011010011100101100100001011100111001101000100000011110110111111111011010001010100000111
0, 18, 9.830004, 1, 1010100001101000100111110110100100111100111101000101110111101101111101000100101100111111111010110001
0, 19, 10.466985, 1, 0110111110110001110011100111110110000010011010001110110100000100000001001001101001001001000101001001
0, 20, 10.175981, 1, 0000100100001010000001001000000101011000100000100000000010111011001010100101111010010111101010101001
0, 21, 9.590222, 1, 0011000001111111011010100010111110100110100000111101001100110010001101000000111011100011101110000111
0, 22, 9.659600, 1, 0001110110100111111011100010101000100011010010001100110010011101110001011000000011100011111100001100
0, 23, 10.149532, 1, 0101100110011010101010110011111111100000011001110111001001110010111110100110010011110011010000101100
