round, agentid, utility
1, 0, 1.880179
1, 1, 1.577918
1, 2, 1.024230
1, 3, 1.120000
1, 4, 1.930387
1, 5, 0.836828
1, 6, 0.705634
1, 7, 1.986198
1, 8, 1.400666
1, 9, 1.540314
1, 10, 1.462291
1, 11, 0.880414
1, 12, 1.129501
1, 13, 1.529853
1, 14, 1.803819
1, 15, 0.956941
1, 16, 1.499992
1, 17, 1.812947
1, 18, 0.839701
1, 19, -0.010000
1, 20, 1.981705
1, 21, -0.010000
1, 22, 1.879830
1, 23, -0.040000
1, 24, 1.689898
1, 25, 1.277539
1, 26, 0.469993
1, 27, 1.382049
1, 28, 1.393108
1, 29, 2.683619
1, 30, 1.886542
1, 31, 0.911155
1, 32, 1.516339
1, 33, 0.820000
1, 34, 1.200300
1, 35, 0.669994
1, 36, 0.713500
1, 37, 2.015816
1, 38, 1.369899
1, 39, 1.184235
1, 40, 1.709875
1, 41, 2.041727
1, 42, 0.990000
1, 43, 1.137054
1, 44, 1.611352
1, 45, 1.302380
1, 46, 1.002328
1, 47, 0.902480
1, 48, 1.540068
1, 49, 0.805982
1, 50, 1.091825
1, 51, 1.492558
1, 52, 2.183992
1, 53, 1.200133
1, 54, 1.539991
1, 55, 2.358944
1, 56, 1.462754
1, 57, 2.043932
1, 58, 0.720000
1, 59, 2.774517
1, 60, 1.069649
1, 61, 1.099842
1, 62, 1.168448
1, 63, 1.363800
1, 64, 2.036293
1, 65, 1.779909
1, 66, 1.127680
1, 67, 0.320444
1, 68, 1.692328
1, 69, 1.032484
1, 70, 0.959908
1, 71, 2.133782
1, 72, 1.532765
1, 73, -0.010000
1, 74, 0.879993
1, 75, 1.743834
1, 76, 1.165350
1, 77, 1.539866
1, 78, 1.974310
1, 79, 2.049732
1, 80, 1.179886
1, 81, -0.010000
1, 82, 1.939805
1, 83, 2.080349
1, 84, 1.294591
1, 85, 2.111354
1, 86, 2.204848
1, 87, 1.752264
1, 88, 1.329044
1, 89, 1.836352
1, 90, 0.000000
1, 91, 1.574628
1, 92, 2.115492
1, 93, 1.815704
1, 94, 1.632117
1, 95, 1.471734
1, 96, 1.173851
1, 97, 1.351085
1, 98, 1.218707
1, 99, 1.547763
50, 0, 2.300795
50, 1, 2.222543
50, 2, 1.736484
50, 3, 2.696091
50, 4, 2.611898
50, 5, 0.836828
50, 6, 1.075544
50, 7, 2.456024
50, 8, 3.359421
50, 9, 1.870723
50, 10, 1.798919
50, 11, 1.210059
50, 12, 1.348715
50, 13, 1.529853
50, 14, 2.140151
50, 15, 1.327006
50, 16, 1.499992
50, 17, 1.319927
50, 18, 1.903046
50, 19, -0.010000
50, 20, 2.751230
50, 21, -0.010000
50, 22, 2.048528
50, 23, -0.040000
50, 24, 2.005428
50, 25, 1.142907
50, 26, 0.416317
50, 27, 1.269838
50, 28, 1.107163
50, 29, 4.048464
50, 30, 2.120561
50, 31, 0.846999
50, 32, 1.298459
50, 33, 1.913646
50, 34, 0.890000
50, 35, 0.669994
50, 36, -0.500516
50, 37, 3.234296
50, 38, 1.171941
50, 39, 1.364227
50, 40, 1.916263
50, 41, 2.508178
50, 42, 0.855540
50, 43, 1.124751
50, 44, 1.269993
50, 45, 1.195469
50, 46, 0.986264
50, 47, 0.869168
50, 48, 2.798689
50, 49, 0.719269
50, 50, 2.080395
50, 51, 1.862977
50, 52, 2.285730
50, 53, 1.309123
50, 54, 1.730404
50, 55, 2.837038
50, 56, 1.459731
50, 57, 2.462466
50, 58, 0.720000
50, 59, 3.386380
50, 60, 0.881458
50, 61, 2.271908
50, 62, 0.143862
50, 63, 1.223294
50, 64, 2.230337
50, 65, 2.686185
50, 66, 1.090425
50, 67, 1.694691
50, 68, 1.786695
50, 69, 0.750000
50, 70, 0.880967
50, 71, 2.816516
50, 72, -0.000003
50, 73, -0.010000
50, 74, 2.001716
50, 75, 1.743834
50, 76, -0.010000
50, 77, 0.970280
50, 78, 3.703112
50, 79, 2.172935
50, 80, 1.077532
50, 81, -0.010000
50, 82, 1.789831
50, 83, 2.001532
50, 84, 1.427053
50, 85, 2.383905
50, 86, 2.854998
50, 87, 2.842484
50, 88, 1.444076
50, 89, 1.276590
50, 90, 0.000000
50, 91, 1.574628
50, 92, 3.342325
50, 93, 2.322419
50, 94, 1.678936
50, 95, 2.332863
50, 96, 1.649179
50, 97, 1.174812
50, 98, 1.220628
50, 99, 2.232290
100, 0, 2.151156
100, 1, 2.444623
100, 2, 1.808789
100, 3, 2.709655
100, 4, 2.690717
100, 5, 0.761121
100, 6, 1.075544
100, 7, 2.471073
100, 8, 3.372820
100, 9, 2.004004
100, 10, 1.793871
100, 11, 1.210059
100, 12, 1.343307
100, 13, 1.529853
100, 14, 2.025134
100, 15, 0.577950
100, 16, 1.933256
100, 17, 1.319927
100, 18, 1.903046
100, 19, -0.010000
100, 20, 2.736651
100, 21, -0.010000
100, 22, 2.306304
100, 23, -0.040000
100, 24, 2.005428
100, 25, 1.142907
100, 26, 0.416317
100, 27, 1.141178
100, 28, 1.182697
100, 29, 4.048589
100, 30, 2.437423
100, 31, 0.783640
100, 32, 1.298459
100, 33, 1.732329
100, 34, 0.898666
100, 35, 0.669994
100, 36, -0.500516
100, 37, 3.243231
100, 38, 0.903303
100, 39, 1.364227
100, 40, 1.885866
100, 41, 2.570591
100, 42, 1.454695
100, 43, 1.119908
100, 44, 0.956666
100, 45, 1.067164
100, 46, 0.973741
100, 47, 0.948264
100, 48, 2.905435
100, 49, 0.719269
100, 50, 2.207464
100, 51, 1.861780
100, 52, 2.445086
100, 53, 1.329490
100, 54, 1.781444
100, 55, 2.837191
100, 56, 1.476405
100, 57, 2.462101
100, 58, 0.685912
100, 59, 3.408922
100, 60, 0.881458
100, 61, 2.260594
100, 62, 0.285544
100, 63, 1.223294
100, 64, 2.140496
100, 65, 2.673093
100, 66, 1.090425
100, 67, 1.881922
100, 68, 1.786695
100, 69, 1.482513
100, 70, 0.880967
100, 71, 2.877899
100, 72, -0.000003
100, 73, -0.010000
100, 74, 2.015495
100, 75, 1.743834
100, 76, -0.010000
100, 77, 0.410454
100, 78, 3.736340
100, 79, 2.333577
100, 80, 1.077532
100, 81, -0.010000
100, 82, 1.789831
100, 83, 2.172648
100, 84, 1.362779
100, 85, 2.193077
100, 86, 2.910861
100, 87, 2.991056
100, 88, 1.323855
100, 89, 1.249879
100, 90, 0.000000
100, 91, 1.574628
100, 92, 3.418667
100, 93, 2.264692
100, 94, 2.234080
100, 95, 2.345314
100, 96, 0.728642
100, 97, 1.114042
100, 98, 1.172961
