round, agentid, utility
1, 0, 0.550348
1, 1, 1.596349
1, 2, 0.953485
1, 3, 1.684889
1, 4, 1.266416
1, 5, 1.472023
1, 6, 1.823837
1, 7, -0.181351
1, 8, 1.527347
1, 9, 1.212855
1, 10, 1.067637
1, 11, 1.619051
1, 12, 1.954274
1, 13, 1.311886
1, 14, 1.586203
1, 15, 2.208850
1, 16, 1.089815
1, 17, 2.053921
1, 18, 1.819294
1, 19, 1.329270
1, 20, 0.632401
1, 21, -0.115613
1, 22, 1.978545
1, 23, 1.549360
1, 24, -0.250870
1, 25, 0.809996
1, 26, -0.250995
1, 27, 1.329291
1, 28, 1.392547
1, 29, 1.536310
1, 30, 1.410606
1, 31, 1.686661
1, 32, 1.748582
1, 33, 1.412325
1, 34, 1.490155
1, 35, 1.906202
1, 36, 1.465747
1, 37, 1.091131
1, 38, 1.211638
1, 39, 1.413541
1, 40, 1.629860
1, 41, 2.237636
1, 42, 1.430736
1, 43, 1.862298
1, 44, 1.534820
1, 45, 1.386305
1, 46, 1.327627
1, 47, 0.868995
1, 48, 1.329913
1, 49, 1.604547
1, 50, 0.809902
1, 51, 1.074933
1, 52, 0.926261
1, 53, 1.318741
1, 54, 1.099975
1, 55, 1.329659
1, 56, 0.000000
1, 57, 1.478224
1, 58, 0.759913
1, 59, 1.329430
1, 60, 1.596069
1, 61, 0.369864
1, 62, 0.989846
1, 63, 1.612327
1, 64, 1.727614
1, 65, 0.879992
1, 66, -0.040000
1, 67, 1.760000
1, 68, 1.403057
1, 69, 1.987982
1, 70, 0.992743
1, 71, 1.736813
1, 72, 0.809680
1, 73, 1.659552
1, 74, 0.285933
1, 75, 1.599840
1, 76, 0.896398
1, 77, -0.090005
1, 78, 1.183722
1, 79, 1.937323
1, 80, 1.385884
1, 81, 1.549888
1, 82, 1.160127
1, 83, 1.189778
1, 84, -0.040000
1, 85, 1.699837
1, 86, 1.377889
1, 87, 1.471454
1, 88, -0.040000
1, 89, 2.331356
1, 90, 1.374676
1, 91, 0.934033
1, 92, 0.799695
1, 93, 1.925806
1, 94, 1.552250
1, 95, 1.352732
1, 96, 0.779668
1, 97, -0.040000
1, 98, 2.183426
1, 99, 1.250614
50, 0, -0.010000
50, 1, 1.498860
50, 2, -0.473784
50, 3, 2.915746
50, 4, 1.326327
50, 5, 1.229048
50, 6, 2.863711
50, 7, 1.487465
50, 8, 1.806953
50, 9, 1.740294
50, 10, 1.362945
50, 11, 2.942282
50, 12, 2.019269
50, 13, 1.952104
50, 14, 3.031565
50, 15, 3.340651
50, 16, 0.693365
50, 17, 2.697628
50, 18, 3.320959
50, 19, 1.518668
50, 20, 0.000000
50, 21, 0.912533
50, 22, 2.314654
50, 23, 1.433526
50, 24, -0.479296
50, 25, -0.043386
50, 26, -0.480860
50, 27, 1.359974
50, 28, 1.605778
50, 29, 2.010823
50, 30, 1.259992
50, 31, 2.626676
50, 32, 1.749791
50, 33, 1.446349
50, 34, 1.928167
50, 35, 3.170389
50, 36, 1.697628
50, 37, 0.998268
50, 38, 0.789273
50, 39, 1.607577
50, 40, 2.198091
50, 41, 2.990088
50, 42, 1.105608
50, 43, 2.100623
50, 44, 1.813754
50, 45, 1.418434
50, 46, 1.303981
50, 47, 0.425753
50, 48, 1.900493
50, 49, 2.074072
50, 50, -0.160098
50, 51, 0.594203
50, 52, 0.652863
50, 53, 1.581144
50, 54, 1.239296
50, 55, 1.249177
50, 56, 0.000000
50, 57, 2.760247
50, 58, 1.659164
50, 59, 1.586527
50, 60, 1.884661
50, 61, 1.292293
50, 62, 0.343038
50, 63, 1.845989
50, 64, 1.890960
50, 65, 0.843801
50, 66, 1.045164
50, 67, 2.694249
50, 68, 0.521993
50, 69, 2.318573
50, 70, 0.718560
50, 71, 3.476338
50, 72, 1.998262
50, 73, 2.540247
50, 74, 3.243878
50, 75, 1.554634
50, 76, 0.504336
50, 77, 1.135356
50, 78, 2.692017
50, 79, 2.246011
50, 80, 0.736820
50, 81, 1.613716
50, 82, 1.744776
50, 83, 1.971682
50, 84, -0.040000
50, 85, 1.305762
50, 86, 0.861517
50, 87, 2.051469
50, 88, -0.112674
50, 89, 3.457306
50, 90, 2.054991
50, 91, 1.449896
50, 92, 1.229483
50, 93, 2.173020
50, 94, 1.667565
50, 95, 1.400202
50, 96, 1.010819
50, 97, -0.040000
50, 98, 2.902428
50, 99, 0.893259
100, 0, -0.010000
100, 1, 1.498860
100, 2, -0.275368
100, 3, 2.908342
100, 4, 1.326327
100, 5, 0.673282
100, 6, 2.985704
100, 7, 1.488761
100, 8, 1.806953
100, 9, 1.349431
100, 10, 1.572628
100, 11, 2.955505
100, 12, 2.093744
100, 13, 2.262351
100, 14, 3.031592
100, 15, 3.389077
100, 16, 0.693365
100, 17, 2.411911
100, 18, 3.345345
100, 19, 1.518668
100, 20, 0.000000
100, 21, 0.889500
100, 22, 2.201157
100, 23, 1.919053
100, 24, -0.479296
100, 25, -0.026661
100, 26, -0.480860
100, 27, 1.359974
100, 28, 1.703447
100, 29, 2.166988
100, 30, 1.259992
100, 31, 2.619917
100, 32, 1.749791
100, 33, 1.447160
100, 34, 1.928167
100, 35, 3.199285
100, 36, 1.698856
100, 37, 0.998268
100, 38, 0.655557
100, 39, 1.586310
100, 40, 2.198091
100, 41, 3.039186
100, 42, 1.105608
100, 43, 2.131127
100, 44, 1.773071
100, 45, 1.211464
100, 46, 1.294007
100, 47, 0.425753
100, 48, 1.900493
100, 49, 2.074072
100, 50, -0.160098
100, 51, 0.616247
100, 52, 0.652863
100, 53, 1.667670
100, 54, 1.207231
100, 55, 1.171794
100, 56, 0.000000
100, 57, 2.926260
100, 58, 1.664479
100, 59, 1.892075
100, 60, 2.160161
100, 61, 1.323179
100, 62, 0.275026
100, 63, 1.714152
100, 64, 1.892698
100, 65, 0.843801
100, 66, 2.092310
100, 67, 2.702245
100, 68, 0.498622
100, 69, 2.393362
100, 70, 0.718560
100, 71, 3.516558
100, 72, 1.939759
100, 73, 2.735297
100, 74, 3.325151
100, 75, 1.740251
100, 76, -0.090005
100, 77, 1.144442
100, 78, 2.730591
100, 79, 2.246011
100, 80, 0.736820
100, 81, 1.613716
100, 82, 1.756306
100, 83, 1.959902
100, 84, 0.486930
100, 85, 1.176165
100, 86, 1.493636
100, 87, 1.884435
100, 88, -0.112674
100, 89, 3.462420
100, 90, 2.102679
100, 91, 1.449896
100, 92, 1.124097
100, 93, 2.170520
100, 94, 1.488819
100, 95, 1.242922
100, 96, 0.985054
100, 97, -0.040000
100, 98, 2.936067
100, 99, 0.893259
150, 0, -0.010000
150, 1, 1.498860
150, 2, -0.297585
150, 3, 2.908342
150, 4, 1.326327
150, 5, 0.682330
150, 6, 3.014370
150, 7, 1.488761
150, 8, 1.806953
150, 9, 1.146962
150, 10, 1.575837
150, 11, 2.955505
150, 12, 2.092261
150, 13, 2.262351
150, 14, 3.031592
150, 15, 3.397865
150, 16, 0.693365
150, 17, 2.257022
150, 18, 3.345454
150, 19, 1.518668
150, 20, 0.000000
150, 21, 0.889506
150, 22, 2.176518
150, 23, 1.922673
150, 24, -0.479296
150, 25, -0.026661
150, 26, -0.480860
150, 27, 1.244728
150, 28, 1.866814
150, 29, 2.217004
150, 30, 1.259992
150, 31, 2.618334
150, 32, 1.749791
150, 33, 1.442188
150, 34, 1.928167
150, 35, 3.199295
150, 36, 1.698856
150, 37, 0.998268
150, 38, 0.655557
150, 39, 1.586306
150, 40, 2.198091
150, 41, 3.039186
150, 42, 1.105608
150, 43, 2.104300
150, 44, 1.773071
150, 45, 1.211464
150, 46, 1.294007
150, 47, 0.425753
150, 48, 1.900493
150, 49, 1.769798
150, 50, -0.160098
150, 51, 0.616247
150, 52, 0.652863
150, 53, 1.814014
150, 54, 1.211045
150, 55, 1.236158
150, 56, 0.000000
150, 57, 2.926676
150, 58, 1.627655
150, 59, 1.892075
150, 60, 2.141254
150, 61, 1.323179
150, 62, 0.275026
150, 63, 1.714152
150, 64, 1.880667
150, 65, 0.843801
150, 66, 2.134722
150, 67, 2.702245
150, 68, 0.498622
150, 69, 2.357259
150, 70, 0.718560
150, 71, 3.516558
150, 72, 2.208058
150, 73, 2.735031
150, 74, 3.351305
150, 75, 1.740250
150, 76, -0.090005
150, 77, 1.144442
150, 78, 2.729164
150, 79, 2.246011
150, 80, 0.736820
150, 81, 1.613716
150, 82, 1.756853
150, 83, 1.922733
150, 84, 0.486930
150, 85, 1.171092
150, 86, 1.493637
150, 87, 2.005028
150, 88, -0.112674
150, 89, 3.462949
150, 90, 2.102679
150, 91, 1.449896
150, 92, 1.124097
150, 93, 2.215458
150, 94, 1.622376
150, 95, 1.242922
150, 96, 0.985054
150, 97, 1.489143
150, 98, 2.931778
150, 99, 0.893259
200, 0, -0.010000
200, 1, 1.114145
200, 2, -0.283198
200, 3, 2.952961
200, 4, 1.298673
200, 5, -0.046130
200, 6, 3.040998
200, 7, 1.488761
200, 8, 1.806953
200, 9, 1.146962
200, 10, 1.958537
200, 11, 2.942340
200, 12, 2.095454
200, 13, 2.263819
200, 14, 3.031592
200, 15, 3.397866
200, 16, 0.693365
200, 17, 2.255981
200, 18, 3.345455
200, 19, 1.417667
200, 20, 0.000000
200, 21, 0.923155
200, 22, 2.544149
200, 23, 1.558831
200, 24, -0.479296
200, 25, -0.026661
200, 26, -0.480860
200, 27, 1.244728
200, 28, 1.866485
200, 29, 2.217634
200, 30, 1.259992
200, 31, 2.618501
200, 32, 1.749791
200, 33, 1.735276
200, 34, 1.928167
200, 35, 3.225289
200, 36, 1.698856
200, 37, 0.902645
200, 38, 0.576494
200, 39, 1.847891
200, 40, 2.456674
200, 41, 3.041186
200, 42, 1.147481
200, 43, 2.104098
200, 44, 1.773071
