round, agentid, utility
1, 0, 1.418799
1, 1, 1.562253
1, 2, 1.567438
1, 3, 1.792469
1, 4, 2.288094
1, 5, 2.044951
1, 6, 1.689305
1, 7, 1.389993
1, 8, 1.179883
1, 9, 1.642936
1, 10, 1.911370
1, 11, 0.676428
1, 12, 1.639836
1, 13, 1.339878
1, 14, 1.119861
1, 15, 2.011842
1, 16, -0.095939
1, 17, 2.430929
1, 18, 2.791502
1, 19, -0.040000
1, 20, 2.615846
1, 21, 1.603435
1, 22, 3.011572
1, 23, 0.681826
1, 24, 1.310096
1, 25, 0.682427
1, 26, -0.090006
1, 27, 1.910088
1, 28, 1.019863
1, 29, 1.905222
1, 30, 1.409889
1, 31, 1.249516
1, 32, 0.481232
1, 33, 1.862407
1, 34, 2.218762
1, 35, 1.264172
1, 36, 0.849995
1, 37, 1.148798
1, 38, 1.139996
1, 39, 1.534641
1, 40, 1.049992
1, 41, 1.462345
1, 42, 1.819854
1, 43, 1.430934
1, 44, 1.654098
1, 45, 1.467124
1, 46, 1.207533
1, 47, 1.469785
1, 48, 1.520188
1, 49, 1.412053
1, 50, 1.479756
1, 51, -0.010000
1, 52, 1.499880
1, 53, 0.000000
1, 54, 1.719548
1, 55, 1.349826
1, 56, 1.600263
1, 57, -0.090006
1, 58, 2.179720
1, 59, -0.033855
1, 60, 1.399698
1, 61, 1.646632
1, 62, 1.138913
1, 63, 1.252368
1, 64, 1.161346
1, 65, 1.223961
1, 66, 1.851342
1, 67, 2.869063
1, 68, 1.181502
1, 69, 1.340343
1, 70, 1.268488
1, 71, -0.067415
1, 72, 1.372386
1, 73, 2.929249
1, 74, 1.119812
1, 75, 1.428712
1, 76, 1.801158
1, 77, 1.172086
1, 78, 0.000000
1, 79, 1.119871
1, 80, 1.749980
1, 81, 2.904395
1, 82, 1.494165
1, 83, 2.062655
1, 84, 1.049994
1, 85, 1.956205
1, 86, 1.349311
1, 87, 1.276606
1, 88, 1.246360
1, 89, 1.140234
1, 90, 1.447755
1, 91, 1.843056
1, 92, 1.069920
1, 93, 1.799426
1, 94, 0.923011
1, 95, 0.543860
1, 96, 1.529799
1, 97, 2.244862
1, 98, 1.465976
1, 99, 1.502993
50, 0, 2.172448
50, 1, 1.598557
50, 2, 1.807363
50, 3, 2.072593
50, 4, 2.516163
50, 5, 2.266419
50, 6, 1.708831
50, 7, 1.265047
50, 8, 1.013166
50, 9, 1.563649
50, 10, 2.988127
50, 11, 0.700755
50, 12, 2.140098
50, 13, 1.339878
50, 14, -0.537655
50, 15, 1.674073
50, 16, -0.403009
50, 17, 2.920973
50, 18, 2.877595
50, 19, -0.040000
50, 20, 3.997465
50, 21, 2.969942
50, 22, 3.614726
50, 23, 0.695571
50, 24, 1.583315
50, 25, 2.787916
50, 26, -0.090006
50, 27, 3.073457
50, 28, 0.890681
50, 29, 1.377335
50, 30, 1.957281
50, 31, 2.582937
50, 32, 0.714558
50, 33, 2.347873
50, 34, 2.598075
50, 35, 1.321702
50, 36, 0.849995
50, 37, 1.154027
50, 38, 1.025158
50, 39, 1.891945
50, 40, 1.513869
50, 41, 1.901092
50, 42, 1.285168
50, 43, 2.051472
50, 44, 3.281694
50, 45, 1.448281
50, 46, -0.043593
50, 47, 1.069892
50, 48, 1.580297
50, 49, 1.871592
50, 50, 2.517572
50, 51, -0.051978
50, 52, 0.782073
50, 53, 0.000000
50, 54, 1.910229
50, 55, 1.107332
50, 56, 2.132322
50, 57, -0.090006
50, 58, 3.194689
50, 59, -0.376798
50, 60, 1.359698
50, 61, 2.086819
50, 62, 0.991626
50, 63, 1.200324
50, 64, 0.687548
50, 65, 1.658633
50, 66, 2.318723
50, 67, 3.327013
50, 68, 1.976091
