round, agentid, utility
1, 0, 1.862339
1, 1, 1.710366
1, 2, 1.350729
1, 3, 2.894908
1, 4, 1.818756
1, 5, 2.251762
1, 6, 1.469990
1, 7, 1.985207
1, 8, 1.539918
1, 9, 1.559844
1, 10, 1.162623
1, 11, 1.161946
1, 12, 1.270447
1, 13, 1.409947
1, 14, 1.092849
1, 15, 1.186339
1, 16, 1.562473
1, 17, 0.781868
1, 18, 1.929021
1, 19, 1.256938
1, 20, 0.895519
1, 21, 1.532619
1, 22, 0.949946
1, 23, 1.300096
1, 24, 2.414312
1, 25, 1.398939
1, 26, 0.941747
1, 27, 0.532020
1, 28, 2.103417
1, 29, 1.526383
1, 30, 2.215110
1, 31, 2.154164
1, 32, 1.279570
1, 33, 1.021554
1, 34, 1.759493
1, 35, 1.009497
1, 36, 0.841115
1, 37, 0.859765
1, 38, 1.697480
1, 39, 1.402422
1, 40, 0.000000
1, 41, 1.122238
1, 42, 2.403960
1, 43, 1.253935
1, 44, 1.140061
1, 45, 1.907678
1, 46, 2.016186
1, 47, 1.131974
1, 48, 1.499995
1, 49, 2.754879
1, 50, 0.649572
1, 51, 1.462666
1, 52, 1.832731
1, 53, 1.585697
1, 54, 0.705793
1, 55, 1.438473
1, 56, 1.959067
1, 57, 0.445150
1, 58, 1.257486
1, 59, 2.123472
1, 60, 1.009999
1, 61, 1.051555
1, 62, 1.490605
1, 63, 0.611979
1, 64, 0.000000
1, 65, 1.339793
1, 66, 1.612342
1, 67, 1.467883
1, 68, 1.809840
1, 69, 1.706228
1, 70, 1.248895
1, 71, 1.601235
1, 72, 1.603882
1, 73, -0.006392
1, 74, 3.168296
1, 75, 1.199621
1, 76, 1.035136
1, 77, 1.233454
1, 78, 1.139828
1, 79, 2.430166
1, 80, 2.108343
1, 81, 1.061821
1, 82, 1.440782
1, 83, 0.979083
1, 84, 0.899913
1, 85, 1.949900
1, 86, 2.036264
1, 87, 1.360138
1, 88, 1.039991
1, 89, 1.349847
1, 90, 2.259683
1, 91, 1.531851
1, 92, 1.800168
