iteration,round, agentid, utility
0,1, 0, -0.062115
1,1, 1, 0.014744
2,1, 2, 0.018922
3,1, 3, 0.271330
4,1, 4, 0.151920
5,1, 5, 0.192802
6,1, 6, -0.105453
7,1, 7, 0.051385
8,1, 8, -0.167615
9,1, 9, -0.073464
10,1, 10, -0.164965
11,1, 11, 0.022302
12,1, 12, -0.155398
13,1, 13, -0.122074
14,1, 14, -0.048644
15,1, 15, 0.433954
16,1, 16, -0.347381
17,1, 17, -0.070369
18,1, 18, -0.230274
19,1, 19, -0.059204
20,1, 20, -0.020011
21,1, 21, -0.035868
22,1, 22, -0.588414
23,1, 23, 0.249096
24,1, 24, 0.101830
25,2, 0, -0.016112
26,2, 1, 0.057255
27,2, 2, 0.021502
28,2, 3, 0.656495
29,2, 4, 0.194207
30,2, 5, 0.571764
31,2, 6, -0.116116
32,2, 7, -0.065443
33,2, 8, -0.344547
34,2, 9, -0.343093
35,2, 10, -0.313458
36,2, 11, 0.146085
37,2, 12, -0.268736
38,2, 13, 0.051181
39,2, 14, -0.116603
40,2, 15, 0.539553
41,2, 16, -0.398473
42,2, 17, -0.101187
43,2, 18, -0.214340
44,2, 19, -0.071510
45,2, 20, -0.012515
46,2, 21, 0.089697
47,2, 22, -0.662586
48,2, 23, 0.491528
49,2, 24, 0.186957
50,3, 0, 0.043845
51,3, 1, 0.105490
52,3, 2, 0.019888
53,3, 3, 1.063812
54,3, 4, 0.242611
55,3, 5, 1.000138
56,3, 6, -0.113060
57,3, 7, -0.258160
58,3, 8, -0.620394
59,3, 9, -0.763417
60,3, 10, -0.561727
61,3, 11, 0.208922
62,3, 12, -0.433150
63,3, 13, 0.219645
64,3, 14, -0.218455
65,3, 15, 0.567618
66,3, 16, -0.475182
67,3, 17, -0.144555
68,3, 18, -0.204052
69,3, 19, -0.086940
70,3, 20, -0.001038
71,3, 21, 0.239488
72,3, 22, -0.719172
73,3, 23, 0.724774
74,3, 24, 0.279115
75,4, 0, 0.112320
76,4, 1, 0.157414
77,4, 2, 0.013890
78,4, 3, 1.481525
79,4, 4, 0.294047
80,4, 5, 1.444724
81,4, 6, -0.109114
82,4, 7, -0.516961
83,4, 8, -1.004365
84,4, 9, -1.344844
85,4, 10, -0.950863
86,4, 11, 0.161855
87,4, 12, -0.684623
88,4, 13, 0.350836
89,4, 14, -0.371635
90,4, 15, 0.508850
91,4, 16, -0.605604
92,4, 17, -0.217947
93,4, 18, -0.209242
94,4, 19, -0.107129
95,4, 20, 0.012355
96,4, 21, 0.400577
97,4, 22, -0.766253
98,4, 23, 0.946765
99,4, 24, 0.369394
100,5, 0, 0.186659
101,5, 1, 0.211961
102,5, 2, 0.003714
103,5, 3, 1.904951
104,5, 4, 0.346945
105,5, 5, 1.895796
106,5, 6, -0.108698
107,5, 7, -0.835029
108,5, 8, -1.505247
109,5, 9, -2.104145
110,5, 10, -1.531277
111,5, 11, -0.060603
112,5, 12, -1.082561
113,5, 13, 0.401884
114,5, 14, -0.604863
115,5, 15, 0.338966
116,5, 16, -0.821898
117,5, 17, -0.343784
118,5, 18, -0.241450
119,5, 19, -0.133909
120,5, 20, 0.026666
121,5, 21, 0.568460
122,5, 22, -0.807901
123,5, 23, 1.157113
124,5, 24, 0.453438
125,6, 0, 0.265348
126,6, 1, 0.268493
127,6, 2, -0.010381
128,6, 3, 2.331684
129,6, 4, 0.400342
130,6, 5, 2.348904
131,6, 6, -0.113871
132,6, 7, -1.208103
133,6, 8, -2.131812
134,6, 9, -3.055151
135,6, 10, -2.361368
136,6, 11, -0.552575
137,6, 12, -1.731795
138,6, 13, 0.291291
139,6, 14, -0.983723
140,6, 15, -0.005060
141,6, 16, -1.187826
142,6, 17, -0.566877
143,6, 18, -0.323805
144,6, 19, -0.170413
145,6, 20, 0.041216
146,6, 21, 0.740583
147,6, 22, -0.846423
148,6, 23, 1.355812
149,6, 24, 0.528586
150,7, 0, 0.347428
151,7, 1, 0.326590
152,7, 2, -0.028145
153,7, 3, 2.760301
154,7, 4, 0.453585
155,7, 5, 2.801565
156,7, 6, -0.125666
157,7, 7, -1.633602
158,7, 8, -2.893352
159,7, 9, -4.173633
160,7, 10, -3.474021
161,7, 11, -1.421437
162,7, 12, -2.798634
163,7, 13, -0.142812
164,7, 14, -1.663079
165,7, 15, -0.690527
166,7, 16, -1.870408
167,7, 17, -1.010871
168,7, 18, -0.523810
169,7, 19, -0.221169
170,7, 20, 0.056140
171,7, 21, 0.915333
172,7, 22, -0.883286
173,7, 23, 1.542938
174,7, 24, 0.592932
175,8, 0, 0.432250
176,8, 1, 0.385962
177,8, 2, -0.049353
178,8, 3, 3.189877
179,8, 4, 0.506196
180,8, 5, 3.252207
181,8, 6, -0.144289
182,8, 7, -2.110324
183,8, 8, -3.800179
184,8, 9, -5.796844
185,8, 10, -5.336136
186,8, 11, -3.266264
187,8, 12, -5.025400
188,8, 13, -1.640298
189,8, 14, -3.405642
190,8, 15, -2.522040
191,8, 16, -3.699605
192,8, 17, -2.360713
193,8, 18, -1.264126
194,8, 19, -0.404360
195,8, 20, 0.019610
196,8, 21, 1.062708
197,8, 22, -0.935175
198,8, 23, 1.709269
199,8, 24, 0.639712
200,9, 0, 0.519351
201,9, 1, 0.446398
202,9, 2, -0.073803
203,9, 3, 3.619773
204,9, 4, 0.557806
205,9, 5, 3.699745
206,9, 6, -0.172205
207,9, 7, -2.636317
208,9, 8, -4.861929
209,9, 9, -8.407579
210,9, 10, -7.378820
211,9, 11, -5.765421
212,9, 12, -8.596142
213,9, 13, -5.094705
214,9, 14, -7.911160
215,9, 15, -8.589476
216,9, 16, -11.344696
217,9, 17, -10.901616
218,9, 18, -9.429864
219,9, 19, -4.991358
220,9, 20, -2.367663
221,9, 21, -0.458756
222,9, 22, -2.044539
223,9, 23, 1.148761
224,9, 24, 0.223671
225,10, 0, 0.608383
226,10, 1, 0.507736
227,10, 2, -0.101319
228,10, 3, 4.049525
229,10, 4, 0.608116
230,10, 5, 4.143377
231,10, 6, -0.207110
232,10, 7, -3.213239
233,10, 8, -6.092363
234,10, 9, -10.984682
235,10, 10, -11.104354
236,10, 11, -11.353531
237,10, 12, -18.125851
238,10, 13, -19.806147
239,10, 14, -37.119850
240,10, 15, -87.475662
241,10, 16, -380.942322
242,10, 17, -6004.886230
243,10, 18, -1444965.625000
244,10, 19, -83517243392.000000
245,10, 20, -279005192119694393344.000000
246,10, 21, -inf
247,10, 22, -inf
248,10, 23, -inf
249,10, 24, -inf
250,11, 0, 0.699082
251,11, 1, 0.569852
252,11, 2, -0.131740
253,11, 3, 4.478782
254,11, 4, 0.656872
255,11, 5, 4.582475
256,11, 6, -0.252689
257,11, 7, -3.839215
258,11, 8, -7.501891
259,11, 9, -14.138258
260,11, 10, -16.483126
261,11, 11, -21.651993
262,11, 12, -42.498493
263,11, 13, -91.221809
264,11, 14, -427.286682
265,11, 15, -7701.894531
266,11, 16, -2379538.750000
267,11, 17, -226489516032.000000
268,11, 18, -2051900085137525702656.000000
269,11, 19, -inf
270,11, 20, -inf
271,11, 21, -inf
272,11, 22, -inf
273,11, 23, -inf
274,11, 24, -inf
275,12, 0, 0.791239
276,12, 1, 0.632646
277,12, 2, -0.164925
278,12, 3, 4.907269
279,12, 4, 0.703858
280,12, 5, 5.016521
281,12, 6, -0.309480
282,12, 7, -4.514740
283,12, 8, -9.104052
284,12, 9, -17.978304
285,12, 10, -24.217241
286,12, 11, -40.861568
287,12, 12, -111.327209
288,12, 13, -550.956665
289,12, 14, -12730.434570
290,12, 15, -6495116.000000
291,12, 16, -1687467196416.000000
292,12, 17, -113901817198121387556864.000000
293,12, 18, -inf
294,12, 19, -inf
295,12, 20, -inf
296,12, 21, -inf
297,12, 22, -inf
298,12, 23, -inf
299,12, 24, -inf
300,13, 0, 0.884687
301,13, 1, 0.696039
302,13, 2, -0.200747
303,13, 3, 5.334769
304,13, 4, 0.748879
305,13, 5, 5.445072
306,13, 6, -0.378020
307,13, 7, -5.240684
308,13, 8, -10.913704
309,13, 9, -22.635338
310,13, 10, -35.305416
311,13, 11, -77.199104
312,13, 12, -323.797668
313,13, 13, -4364.520508
314,13, 14, -766868.562500
315,13, 15, -23524288512.000000
316,13, 16, -22135686948758487040.000000
317,13, 17, -19599545240067726668801999719828029440.000000
318,13, 18, -inf
319,13, 19, -inf
320,13, 20, -inf
321,13, 21, -inf
322,13, 22, -inf
323,13, 23, -inf
324,13, 24, -inf
325,14, 0, 0.979286
326,14, 1, 0.759965
327,14, 2, -0.239089
328,14, 3, 5.761102
329,14, 4, 0.791759
330,14, 5, 5.867732
331,14, 6, -0.458856
332,14, 7, -6.018254
333,14, 8, -12.947232
334,14, 9, -28.264359
335,14, 10, -51.167652
336,14, 11, -146.879059
337,14, 12, -1029.910156
338,14, 13, -42994.441406
339,14, 14, -73991840.000000
340,14, 15, -218991742156800.000000
341,14, 16, -1918295362969129982099456000.000000
342,14, 17, -inf
343,14, 18, -inf
344,14, 19, -inf
345,14, 20, -inf
346,14, 21, -inf
347,14, 22, -inf
348,14, 23, -inf
349,14, 24, -inf
350,15, 0, 1.074924
351,15, 1, 0.824367
352,15, 2, -0.279846
353,15, 3, 6.186120
354,15, 4, 0.832336
355,15, 5, 6.284139
356,15, 6, -0.552559
357,15, 7, -6.848982
358,15, 8, -15.222715
359,15, 9, -35.049496
360,15, 10, -73.821861
361,15, 11, -282.104736
362,15, 12, -3515.059570
363,15, 13, -496220.718750
364,15, 14, -9850020864.000000
365,15, 15, -3880916505746997248.000000
366,15, 16, -602460534366130249046157017172934656.000000
367,15, 17, -inf
368,15, 18, -inf
369,15, 19, -inf
370,15, 20, -inf
371,15, 21, -inf
372,15, 22, -inf
373,15, 23, -inf
374,15, 24, -inf
375,16, 0, 1.171503
376,16, 1, 0.889200
377,16, 2, -0.322923
378,16, 3, 6.596197
379,16, 4, 0.870919
380,16, 5, 6.694386
381,16, 6, -0.659356
382,16, 7, -9.180317
383,16, 8, -16.601856
384,16, 9, -39.880123
385,16, 10, -92.416649
386,16, 11, -425.414429
387,16, 12, -7759.697266
388,16, 13, -2412703.750000
389,16, 14, -232848031744.000000
390,16, 15, -2168728244546120450048.000000
391,16, 16, -inf
392,16, 17, -inf
393,16, 18, -inf
394,16, 19, -inf
395,16, 20, -inf
396,16, 21, -inf
397,16, 22, -inf
398,16, 23, -inf
399,16, 24, -inf
400,17, 0, 1.268942
401,17, 1, 0.954423
402,17, 2, -0.312376
403,17, 3, 7.054416
404,17, 4, 0.941513
405,17, 5, 6.962940
406,17, 6, -0.695381
407,17, 7, -10.050053
408,17, 8, -18.943306
409,17, 9, -47.911171
410,17, 10, -127.517105
411,17, 11, -770.953552
412,17, 12, -24754.257812
413,17, 13, -24524654.000000
414,17, 14, -24058370457600.000000
415,17, 15, -23152206421478651239333888.000000
416,17, 16, -inf
417,17, 17, -inf
418,17, 18, -inf
419,17, 19, -inf
420,17, 20, -inf
421,17, 21, -inf
422,17, 22, -inf
423,17, 23, -inf
424,17, 24, -inf
425,18, 0, 1.367170
426,18, 1, 1.020002
427,18, 2, -0.348054
428,18, 3, 7.469813
429,18, 4, 0.988640
430,18, 5, 7.357449
431,18, 6, -0.809331
432,18, 7, -11.075271
433,18, 8, -21.740391
434,18, 9, -58.034267
435,18, 10, -179.259232
436,18, 11, -1461.421265
437,18, 12, -87357.242188
438,18, 13, -305301248.000000
439,18, 14, -3728354003910656.000000
440,18, 15, -556024954550678966124459065344.000000
441,18, 16, -inf
442,18, 17, -inf
443,18, 18, -inf
444,18, 19, -inf
445,18, 20, -inf
446,18, 21, -inf
447,18, 22, -inf
448,18, 23, -inf
449,18, 24, -inf
450,19, 0, 1.466125
451,19, 1, 1.085907
452,19, 2, -0.384840
453,19, 3, 7.884747
454,19, 4, 1.034356
455,19, 5, 7.727869
456,19, 6, -0.928996
457,19, 7, -13.365511
458,19, 8, -22.614363
459,19, 9, -62.705639
460,19, 10, -206.665710
461,19, 11, -1917.880859
462,19, 12, -149751.531250
463,19, 13, -897107904.000000
464,19, 14, -32192102733447168.000000
465,19, 15, -41453258792138131828386071314432.000000
466,19, 16, -inf
467,19, 17, -inf
468,19, 18, -inf
469,19, 19, -inf
470,19, 20, -inf
471,19, 21, -inf
472,19, 22, -inf
473,19, 23, -inf
474,19, 24, -inf
475,20, 0, 1.565756
476,20, 1, 1.152112
477,20, 2, -0.272311
478,20, 3, 8.410551
479,20, 4, 1.142578
480,20, 5, 8.138604
481,20, 6, -0.991497
482,20, 7, -14.472141
483,20, 8, -22.425526
484,20, 9, -63.893402
485,20, 10, -214.722076
486,20, 11, -2068.209961
487,20, 12, -174021.515625
488,20, 13, -1211442176.000000
489,20, 14, -58703686016172032.000000
490,20, 15, -137844913516623801121019411824640.000000
491,20, 16, -inf
492,20, 17, -inf
493,20, 18, -inf
494,20, 19, -inf
495,20, 20, -inf
496,20, 21, -inf
497,20, 22, -inf
